name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.
                                     NH3         NHx         NHx         NHx         NH4
                   m       m  ug/m3        mol/ha/y    mol/ha/y    mol/ha/y        ug/m3
190           226669  563454  0.6689E-01  0.8100E+01  0.4235E+01  0.1233E+02  0.1358E-01
190           226576  563508  0.6701E-01  0.8125E+01  0.4241E+01  0.1237E+02  0.1356E-01
190           226483  563561  0.6715E-01  0.8150E+01  0.4246E+01  0.1240E+02  0.1354E-01
190           226669  563561  0.6690E-01  0.8105E+01  0.4234E+01  0.1234E+02  0.1355E-01
190           226204  563615  0.6762E-01  0.8219E+01  0.4263E+01  0.1248E+02  0.1353E-01
190           226390  563615  0.6727E-01  0.8170E+01  0.4251E+01  0.1242E+02  0.1353E-01
190           226576  563615  0.6700E-01  0.8130E+01  0.4241E+01  0.1237E+02  0.1354E-01
190           226297  563669  0.6744E-01  0.8196E+01  0.4256E+01  0.1245E+02  0.1353E-01
190           226483  563669  0.6713E-01  0.8151E+01  0.4246E+01  0.1240E+02  0.1352E-01
190           226669  563669  0.6689E-01  0.8109E+01  0.4233E+01  0.1234E+02  0.1354E-01
190           226204  563723  0.6760E-01  0.8218E+01  0.4262E+01  0.1248E+02  0.1352E-01
190           226390  563723  0.6727E-01  0.8175E+01  0.4251E+01  0.1243E+02  0.1352E-01
190           226576  563723  0.6699E-01  0.8130E+01  0.4239E+01  0.1237E+02  0.1352E-01
190           226297  563776  0.6743E-01  0.8198E+01  0.4255E+01  0.1245E+02  0.1351E-01
190           226483  563776  0.6713E-01  0.8152E+01  0.4244E+01  0.1240E+02  0.1351E-01
190           226669  563776  0.6688E-01  0.8113E+01  0.4232E+01  0.1235E+02  0.1352E-01
190           226204  563830  0.6758E-01  0.8220E+01  0.4260E+01  0.1248E+02  0.1350E-01
190           226390  563830  0.6725E-01  0.8175E+01  0.4248E+01  0.1242E+02  0.1351E-01
190           226576  563830  0.6698E-01  0.8133E+01  0.4238E+01  0.1237E+02  0.1351E-01
190           226111  563884  0.6775E-01  0.8245E+01  0.4265E+01  0.1251E+02  0.1350E-01
190           226297  563884  0.6746E-01  0.8202E+01  0.4254E+01  0.1246E+02  0.1350E-01
190           226483  563884  0.6709E-01  0.8156E+01  0.4244E+01  0.1240E+02  0.1349E-01
190           226204  563938  0.6759E-01  0.8225E+01  0.4257E+01  0.1248E+02  0.1349E-01
190           226390  563938  0.6724E-01  0.8178E+01  0.4248E+01  0.1243E+02  0.1349E-01
190           226576  563938  0.6694E-01  0.8135E+01  0.4236E+01  0.1237E+02  0.1349E-01
190           226111  563991  0.6776E-01  0.8251E+01  0.4263E+01  0.1251E+02  0.1349E-01
190           226297  563991  0.6746E-01  0.8207E+01  0.4252E+01  0.1246E+02  0.1349E-01
190           226483  563991  0.6714E-01  0.8164E+01  0.4243E+01  0.1241E+02  0.1348E-01
190           226204  564045  0.7231E-01  0.1419E+02  0.4746E+01  0.1894E+02  0.1269E-01
204           226204  564045  0.7231E-01  0.1419E+02  0.4746E+01  0.1894E+02  0.1269E-01
190           226390  564045  0.7209E-01  0.1414E+02  0.4735E+01  0.1887E+02  0.1269E-01
190           226576  564045  0.7195E-01  0.1409E+02  0.4723E+01  0.1881E+02  0.1271E-01
190           226111  564099  0.7246E-01  0.1424E+02  0.4752E+01  0.1899E+02  0.1269E-01
204           226111  564099  0.7246E-01  0.1424E+02  0.4752E+01  0.1899E+02  0.1269E-01
190           226297  564099  0.7220E-01  0.1416E+02  0.4741E+01  0.1890E+02  0.1269E-01
204           226297  564099  0.7220E-01  0.1416E+02  0.4741E+01  0.1890E+02  0.1269E-01
190           226483  564099  0.7203E-01  0.1411E+02  0.4729E+01  0.1884E+02  0.1270E-01
190           226204  564152  0.7231E-01  0.1421E+02  0.4748E+01  0.1896E+02  0.1268E-01
204           226204  564152  0.7231E-01  0.1421E+02  0.4748E+01  0.1896E+02  0.1268E-01
190           226390  564152  0.7203E-01  0.1414E+02  0.4731E+01  0.1887E+02  0.1268E-01
190           226576  564152  0.7189E-01  0.1407E+02  0.4720E+01  0.1879E+02  0.1269E-01
190           226297  564206  0.7217E-01  0.1417E+02  0.4741E+01  0.1891E+02  0.1268E-01
 
