name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.
                                     NH3         NHx         NHx         NHx         NH4
                   m       m  ug/m3        mol/ha/y    mol/ha/y    mol/ha/y        ug/m3
190           226669  563454  0.5125E-01  0.7322E+01  0.4206E+01  0.1153E+02  0.6364E-02
190           226576  563508  0.5109E-01  0.7303E+01  0.4198E+01  0.1150E+02  0.6354E-02
190           226483  563561  0.5094E-01  0.7285E+01  0.4193E+01  0.1148E+02  0.6346E-02
190           226669  563561  0.5125E-01  0.7321E+01  0.4205E+01  0.1153E+02  0.6360E-02
190           226204  563615  0.5056E-01  0.7237E+01  0.4182E+01  0.1142E+02  0.6316E-02
190           226390  563615  0.5079E-01  0.7264E+01  0.4189E+01  0.1145E+02  0.6334E-02
190           226576  563615  0.5105E-01  0.7296E+01  0.4196E+01  0.1149E+02  0.6351E-02
190           226297  563669  0.5067E-01  0.7250E+01  0.4185E+01  0.1143E+02  0.6324E-02
190           226483  563669  0.5091E-01  0.7281E+01  0.4193E+01  0.1147E+02  0.6342E-02
190           226669  563669  0.5119E-01  0.7314E+01  0.4201E+01  0.1151E+02  0.6358E-02
190           226204  563723  0.5053E-01  0.7233E+01  0.4181E+01  0.1141E+02  0.6314E-02
190           226390  563723  0.5077E-01  0.7261E+01  0.4190E+01  0.1145E+02  0.6332E-02
190           226576  563723  0.5103E-01  0.7293E+01  0.4196E+01  0.1149E+02  0.6347E-02
190           226297  563776  0.5063E-01  0.7244E+01  0.4184E+01  0.1143E+02  0.6321E-02
190           226483  563776  0.5089E-01  0.7276E+01  0.4193E+01  0.1147E+02  0.6339E-02
190           226669  563776  0.5118E-01  0.7312E+01  0.4200E+01  0.1151E+02  0.6355E-02
190           226204  563830  0.5050E-01  0.7226E+01  0.4181E+01  0.1141E+02  0.6310E-02
190           226390  563830  0.5074E-01  0.7256E+01  0.4189E+01  0.1144E+02  0.6329E-02
190           226576  563830  0.5101E-01  0.7288E+01  0.4195E+01  0.1148E+02  0.6345E-02
190           226111  563884  0.5037E-01  0.7212E+01  0.4175E+01  0.1139E+02  0.6299E-02
190           226297  563884  0.5060E-01  0.7238E+01  0.4185E+01  0.1142E+02  0.6314E-02
190           226483  563884  0.5087E-01  0.7271E+01  0.4193E+01  0.1146E+02  0.6334E-02
190           226204  563938  0.5047E-01  0.7224E+01  0.4179E+01  0.1140E+02  0.6306E-02
190           226390  563938  0.5071E-01  0.7251E+01  0.4188E+01  0.1144E+02  0.6322E-02
190           226576  563938  0.5098E-01  0.7285E+01  0.4195E+01  0.1148E+02  0.6339E-02
190           226111  563991  0.5035E-01  0.7209E+01  0.4174E+01  0.1138E+02  0.6295E-02
190           226297  563991  0.5058E-01  0.7236E+01  0.4184E+01  0.1142E+02  0.6311E-02
190           226483  563991  0.5085E-01  0.7269E+01  0.4193E+01  0.1146E+02  0.6328E-02
190           226204  564045  0.4993E-01  0.9533E+01  0.4430E+01  0.1396E+02  0.5760E-02
204           226204  564045  0.4993E-01  0.9533E+01  0.4430E+01  0.1396E+02  0.5760E-02
190           226390  564045  0.5015E-01  0.9568E+01  0.4441E+01  0.1401E+02  0.5769E-02
190           226576  564045  0.5039E-01  0.9611E+01  0.4448E+01  0.1406E+02  0.5782E-02
190           226111  564099  0.4981E-01  0.9515E+01  0.4425E+01  0.1394E+02  0.5754E-02
204           226111  564099  0.4981E-01  0.9515E+01  0.4425E+01  0.1394E+02  0.5754E-02
190           226297  564099  0.5002E-01  0.9547E+01  0.4435E+01  0.1398E+02  0.5764E-02
204           226297  564099  0.5002E-01  0.9547E+01  0.4435E+01  0.1398E+02  0.5764E-02
190           226483  564099  0.5026E-01  0.9588E+01  0.4446E+01  0.1403E+02  0.5774E-02
190           226204  564152  0.4990E-01  0.9528E+01  0.4428E+01  0.1396E+02  0.5756E-02
204           226204  564152  0.4990E-01  0.9528E+01  0.4428E+01  0.1396E+02  0.5756E-02
190           226390  564152  0.5013E-01  0.9564E+01  0.4438E+01  0.1400E+02  0.5767E-02
190           226576  564152  0.5038E-01  0.9608E+01  0.4449E+01  0.1406E+02  0.5778E-02
190           226297  564206  0.4999E-01  0.9541E+01  0.4431E+01  0.1397E+02  0.5757E-02
 
