name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.
                                     NH3         NHx         NHx         NHx         NH4
                   m       m  ug/m3        mol/ha/y    mol/ha/y    mol/ha/y        ug/m3
190           -10893  724690  0.1097E-05  0.6387E-03  0.2192E-02  0.2831E-02  0.3262E-04
190           -11789  720123  0.1129E-05  0.6548E-03  0.2222E-02  0.2877E-02  0.3347E-04
190           -13625  716559  0.1161E-05  0.6634E-03  0.2221E-02  0.2884E-02  0.3387E-04
191           -12679  703413  0.1419E-05  0.7478E-03  0.2392E-02  0.3139E-02  0.3749E-04
191           -12290  700436  0.1535E-05  0.7743E-03  0.2438E-02  0.3212E-02  0.3836E-04
191           -12027  695458  0.1741E-05  0.8162E-03  0.2518E-02  0.3334E-02  0.3982E-04
191           -11751  690473  0.1831E-05  0.8460E-03  0.2578E-02  0.3424E-02  0.4133E-04
191           -11473  685496  0.1874E-05  0.8751E-03  0.2633E-02  0.3509E-02  0.4290E-04
191           -11188  680535  0.2028E-05  0.9170E-03  0.2715E-02  0.3632E-02  0.4466E-04
191           -10885  675621  0.2221E-05  0.9615E-03  0.2797E-02  0.3759E-02  0.4640E-04
191           -10543  670662  0.2983E-05 -0.4044E-02  0.2848E-02 -0.1196E-02  0.4746E-04
191           -10083  665526  0.3226E-05 -0.4263E-02  0.2940E-02 -0.1323E-02  0.4957E-04
190            -6444  737142  0.9833E-06  0.5990E-03  0.2154E-02  0.2753E-02  0.3079E-04
190            -7328  732560  0.1105E-05  0.6253E-03  0.2194E-02  0.2819E-02  0.3163E-04
190            -8099  727808  0.1225E-05  0.6504E-03  0.2238E-02  0.2889E-02  0.3256E-04
190            -8758  723288  0.1166E-05  0.6595E-03  0.2257E-02  0.2917E-02  0.3345E-04
190            -9853  719931  0.1169E-05  0.6678E-03  0.2266E-02  0.2934E-02  0.3397E-04
191            -8325  702221  0.1589E-05  0.7918E-03  0.2524E-02  0.3316E-02  0.3898E-04
191            -8304  697887  0.1795E-05  0.8322E-03  0.2594E-02  0.3426E-02  0.4026E-04
191            -8304  692887  0.1886E-05  0.8634E-03  0.2656E-02  0.3519E-02  0.4173E-04
191            -8304  687887  0.1949E-05  0.8907E-03  0.2709E-02  0.3600E-02  0.4325E-04
191            -8304  682887  0.2134E-05  0.9318E-03  0.2785E-02  0.3717E-02  0.4488E-04
191            -8304  677887  0.2312E-05  0.9742E-03  0.2866E-02  0.3840E-02  0.4659E-04
191            -8304  672887  0.3162E-05 -0.4553E-02  0.2920E-02 -0.1634E-02  0.4749E-04
191            -8221  667893  0.3319E-05 -0.4510E-02  0.2990E-02 -0.1520E-02  0.4951E-04
191            -7972  662945  0.3546E-05 -0.4612E-02  0.3064E-02 -0.1548E-02  0.5138E-04
191            -7639  657982  0.3822E-05 -0.4736E-02  0.3148E-02 -0.1588E-02  0.5336E-04
191            -7675  654994  0.4018E-05 -0.4799E-02  0.3194E-02 -0.1604E-02  0.5444E-04
190            -1693  754909  0.8150E-06  0.5326E-03  0.2056E-02  0.2589E-02  0.2802E-04
190            -2454  749971  0.8922E-06  0.5559E-03  0.2097E-02  0.2653E-02  0.2888E-04
190            -3117  745178  0.9551E-06  0.5773E-03  0.2138E-02  0.2715E-02  0.2977E-04
190            -3716  740305  0.1002E-05  0.5987E-03  0.2178E-02  0.2777E-02  0.3068E-04
190            -3974  735387  0.1113E-05  0.6293E-03  0.2234E-02  0.2863E-02  0.3170E-04
190            -3974  730387  0.1244E-05  0.6622E-03  0.2300E-02  0.2962E-02  0.3288E-04
190            -4987  726348  0.1251E-05  0.6732E-03  0.2321E-02  0.2994E-02  0.3358E-04
191            -4038  703250  0.1688E-05  0.8197E-03  0.2629E-02  0.3449E-02  0.3994E-04
191            -3974  700387  0.1800E-05  0.8449E-03  0.2676E-02  0.3521E-02  0.4079E-04
191            -3974  695387  0.1953E-05  0.8816E-03  0.2751E-02  0.3632E-02  0.4233E-04
191            -3974  690387  0.2061E-05  0.9143E-03  0.2817E-02  0.3731E-02  0.4390E-04
191            -3974  685387  0.2213E-05  0.9544E-03  0.2896E-02  0.3850E-02  0.4558E-04
191            -3974  680387  0.2426E-05  0.1000E-02  0.2985E-02  0.3986E-02  0.4740E-04
191            -3974  675387  0.2706E-05  0.1055E-02  0.3084E-02  0.4139E-02  0.4919E-04
191            -3974  670387  0.3605E-05 -0.5374E-02  0.3138E-02 -0.2237E-02  0.5034E-04
191            -3974  665387  0.3806E-05 -0.5386E-02  0.3204E-02 -0.2182E-02  0.5232E-04
191            -3974  660387  0.4095E-05 -0.5561E-02  0.3272E-02 -0.2289E-02  0.5413E-04
191            -3947  656007  0.4364E-05 -0.5613E-02  0.3348E-02 -0.2265E-02  0.5560E-04
190             2957  772655  0.6866E-06  0.4678E-03  0.1959E-02  0.2427E-02  0.2533E-04
190             2050  767368  0.7527E-06  0.4916E-03  0.2000E-02  0.2492E-02  0.2624E-04
