name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.
                                     NH3         NHx         NHx         NHx         NH4
                   m       m  ug/m3        mol/ha/y    mol/ha/y    mol/ha/y        ug/m3
190           226669  563454  0.1537E+01  0.2232E+03  0.7067E+02  0.2938E+03  0.6300E-01
190           226576  563508  0.1512E+01  0.2204E+03  0.7071E+02  0.2911E+03  0.6298E-01
190           226483  563561  0.1502E+01  0.2203E+03  0.7081E+02  0.2911E+03  0.6298E-01
190           226669  563561  0.1475E+01  0.2212E+03  0.7066E+02  0.2918E+03  0.6296E-01
190           226204  563615  0.1521E+01  0.2240E+03  0.7105E+02  0.2950E+03  0.6300E-01
190           226390  563615  0.1483E+01  0.2203E+03  0.7087E+02  0.2911E+03  0.6297E-01
190           226576  563615  0.1467E+01  0.2191E+03  0.7071E+02  0.2898E+03  0.6295E-01
190           226297  563669  0.1510E+01  0.2223E+03  0.7096E+02  0.2933E+03  0.6299E-01
190           226483  563669  0.1488E+01  0.2198E+03  0.7082E+02  0.2906E+03  0.6296E-01
190           226669  563669  0.1507E+01  0.2246E+03  0.7065E+02  0.2952E+03  0.6293E-01
190           226204  563723  0.1518E+01  0.2241E+03  0.7110E+02  0.2952E+03  0.6297E-01
190           226390  563723  0.1504E+01  0.2214E+03  0.7092E+02  0.2923E+03  0.6296E-01
190           226576  563723  0.1475E+01  0.2171E+03  0.7073E+02  0.2879E+03  0.6293E-01
190           226297  563776  0.1504E+01  0.2202E+03  0.7101E+02  0.2912E+03  0.6296E-01
190           226483  563776  0.1492E+01  0.2181E+03  0.7084E+02  0.2890E+03  0.6293E-01
190           226669  563776  0.1484E+01  0.2183E+03  0.7066E+02  0.2889E+03  0.6292E-01
190           226204  563830  0.1503E+01  0.2171E+03  0.7112E+02  0.2882E+03  0.6294E-01
190           226390  563830  0.1488E+01  0.2151E+03  0.7093E+02  0.2860E+03  0.6293E-01
190           226576  563830  0.1487E+01  0.2161E+03  0.7075E+02  0.2868E+03  0.6291E-01
190           226111  563884  0.1505E+01  0.2156E+03  0.7120E+02  0.2868E+03  0.6292E-01
190           226297  563884  0.1478E+01  0.2128E+03  0.7104E+02  0.2838E+03  0.6291E-01
190           226483  563884  0.1469E+01  0.2129E+03  0.7086E+02  0.2838E+03  0.6289E-01
190           226204  563938  0.1464E+01  0.2138E+03  0.7111E+02  0.2849E+03  0.6289E-01
190           226390  563938  0.1442E+01  0.2109E+03  0.7091E+02  0.2818E+03  0.6287E-01
190           226576  563938  0.1429E+01  0.2120E+03  0.7073E+02  0.2827E+03  0.6286E-01
190           226111  563991  0.1395E+01  0.2092E+03  0.7118E+02  0.2804E+03  0.6289E-01
190           226297  563991  0.1365E+01  0.2041E+03  0.7100E+02  0.2751E+03  0.6286E-01
190           226483  563991  0.1339E+01  0.2010E+03  0.7082E+02  0.2719E+03  0.6283E-01
190           226204  564045  0.1098E+01  0.2273E+03  0.7564E+02  0.3029E+03  0.5778E-01
204           226204  564045  0.1098E+01  0.2273E+03  0.7564E+02  0.3029E+03  0.5778E-01
190           226390  564045  0.1066E+01  0.2233E+03  0.7543E+02  0.2987E+03  0.5777E-01
190           226576  564045  0.1052E+01  0.2208E+03  0.7523E+02  0.2960E+03  0.5776E-01
190           226111  564099  0.1105E+01  0.2286E+03  0.7575E+02  0.3044E+03  0.5777E-01
204           226111  564099  0.1105E+01  0.2286E+03  0.7575E+02  0.3044E+03  0.5777E-01
190           226297  564099  0.1061E+01  0.2194E+03  0.7553E+02  0.2949E+03  0.5774E-01
204           226297  564099  0.1061E+01  0.2194E+03  0.7553E+02  0.2949E+03  0.5774E-01
190           226483  564099  0.1043E+01  0.2157E+03  0.7530E+02  0.2910E+03  0.5773E-01
190           226204  564152  0.1066E+01  0.2202E+03  0.7561E+02  0.2958E+03  0.5772E-01
204           226204  564152  0.1066E+01  0.2202E+03  0.7561E+02  0.2958E+03  0.5772E-01
190           226390  564152  0.1044E+01  0.2153E+03  0.7538E+02  0.2907E+03  0.5771E-01
190           226576  564152  0.1021E+01  0.2109E+03  0.7517E+02  0.2861E+03  0.5769E-01
190           226297  564206  0.1044E+01  0.2140E+03  0.7549E+02  0.2895E+03  0.5769E-01
 
