name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.
                                     NH3         NHx         NHx         NHx         NH4
                   m       m  ug/m3        mol/ha/y    mol/ha/y    mol/ha/y        ug/m3
190           226669  563454  0.1205E+00  0.1295E+02  0.4496E+01  0.1745E+02  0.1473E-01
190           226576  563508  0.1183E+00  0.1279E+02  0.4496E+01  0.1729E+02  0.1469E-01
190           226483  563561  0.1169E+00  0.1273E+02  0.4499E+01  0.1723E+02  0.1465E-01
190           226669  563561  0.1170E+00  0.1270E+02  0.4490E+01  0.1719E+02  0.1469E-01
190           226204  563615  0.1200E+00  0.1335E+02  0.4516E+01  0.1787E+02  0.1460E-01
190           226390  563615  0.1160E+00  0.1273E+02  0.4501E+01  0.1724E+02  0.1462E-01
190           226576  563615  0.1153E+00  0.1257E+02  0.4493E+01  0.1706E+02  0.1465E-01
190           226297  563669  0.1164E+00  0.1291E+02  0.4506E+01  0.1742E+02  0.1460E-01
190           226483  563669  0.1143E+00  0.1255E+02  0.4496E+01  0.1704E+02  0.1461E-01
190           226669  563669  0.1139E+00  0.1247E+02  0.4485E+01  0.1695E+02  0.1466E-01
190           226204  563723  0.1181E+00  0.1323E+02  0.4515E+01  0.1775E+02  0.1457E-01
190           226390  563723  0.1138E+00  0.1260E+02  0.4499E+01  0.1710E+02  0.1460E-01
190           226576  563723  0.1126E+00  0.1237E+02  0.4488E+01  0.1686E+02  0.1462E-01
190           226297  563776  0.1143E+00  0.1276E+02  0.4503E+01  0.1726E+02  0.1457E-01
190           226483  563776  0.1120E+00  0.1238E+02  0.4490E+01  0.1687E+02  0.1459E-01
190           226669  563776  0.1113E+00  0.1228E+02  0.4481E+01  0.1676E+02  0.1462E-01
190           226204  563830  0.1160E+00  0.1308E+02  0.4510E+01  0.1759E+02  0.1454E-01
190           226390  563830  0.1117E+00  0.1245E+02  0.4494E+01  0.1694E+02  0.1457E-01
190           226576  563830  0.1102E+00  0.1221E+02  0.4483E+01  0.1669E+02  0.1458E-01
190           226111  563884  0.1198E+00  0.1370E+02  0.4519E+01  0.1821E+02  0.1453E-01
190           226297  563884  0.1122E+00  0.1260E+02  0.4499E+01  0.1710E+02  0.1455E-01
190           226483  563884  0.1097E+00  0.1220E+02  0.4486E+01  0.1669E+02  0.1456E-01
190           226204  563938  0.1137E+00  0.1289E+02  0.4504E+01  0.1739E+02  0.1452E-01
190           226390  563938  0.1094E+00  0.1227E+02  0.4490E+01  0.1675E+02  0.1453E-01
190           226576  563938  0.1078E+00  0.1202E+02  0.4477E+01  0.1650E+02  0.1455E-01
190           226111  563991  0.1168E+00  0.1340E+02  0.4512E+01  0.1791E+02  0.1450E-01
190           226297  563991  0.1098E+00  0.1239E+02  0.4493E+01  0.1688E+02  0.1452E-01
190           226483  563991  0.1074E+00  0.1201E+02  0.4483E+01  0.1649E+02  0.1452E-01
190           226204  564045  0.1002E+00  0.1991E+02  0.5032E+01  0.2494E+02  0.1314E-01
204           226204  564045  0.1002E+00  0.1991E+02  0.5032E+01  0.2494E+02  0.1314E-01
190           226390  564045  0.9704E-01  0.1906E+02  0.5018E+01  0.2408E+02  0.1315E-01
190           226576  564045  0.9580E-01  0.1876E+02  0.5010E+01  0.2377E+02  0.1317E-01
190           226111  564099  0.1022E+00  0.2046E+02  0.5037E+01  0.2550E+02  0.1313E-01
204           226111  564099  0.1022E+00  0.2046E+02  0.5037E+01  0.2550E+02  0.1313E-01
190           226297  564099  0.9745E-01  0.1923E+02  0.5023E+01  0.2426E+02  0.1314E-01
204           226297  564099  0.9745E-01  0.1923E+02  0.5023E+01  0.2426E+02  0.1314E-01
190           226483  564099  0.9555E-01  0.1875E+02  0.5011E+01  0.2377E+02  0.1315E-01
190           226204  564152  0.9832E-01  0.1953E+02  0.5028E+01  0.2456E+02  0.1312E-01
204           226204  564152  0.9832E-01  0.1953E+02  0.5028E+01  0.2456E+02  0.1312E-01
190           226390  564152  0.9551E-01  0.1880E+02  0.5009E+01  0.2381E+02  0.1313E-01
190           226576  564152  0.9438E-01  0.1848E+02  0.5001E+01  0.2348E+02  0.1315E-01
190           226297  564206  0.9594E-01  0.1895E+02  0.5016E+01  0.2396E+02  0.1312E-01
 
