name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.
                                     NH3         NHx         NHx         NHx         NH4
                   m       m  ug/m3        mol/ha/y    mol/ha/y    mol/ha/y        ug/m3
190           226669  563454  0.1541E+01  0.1777E+03  0.5827E+02  0.2359E+03  0.1581E+00
190           226576  563508  0.1559E+01  0.1799E+03  0.5843E+02  0.2383E+03  0.1582E+00
190           226483  563561  0.1583E+01  0.1830E+03  0.5864E+02  0.2416E+03  0.1583E+00
190           226669  563561  0.1522E+01  0.1765E+03  0.5828E+02  0.2347E+03  0.1580E+00
190           226204  563615  0.1742E+01  0.2036E+03  0.5925E+02  0.2629E+03  0.1586E+00
190           226390  563615  0.1609E+01  0.1868E+03  0.5880E+02  0.2456E+03  0.1583E+00
190           226576  563615  0.1539E+01  0.1783E+03  0.5844E+02  0.2367E+03  0.1580E+00
190           226297  563669  0.1661E+01  0.1940E+03  0.5902E+02  0.2530E+03  0.1585E+00
190           226483  563669  0.1567E+01  0.1820E+03  0.5865E+02  0.2406E+03  0.1582E+00
190           226669  563669  0.1504E+01  0.1749E+03  0.5829E+02  0.2332E+03  0.1579E+00
190           226204  563723  0.1732E+01  0.2036E+03  0.5930E+02  0.2629E+03  0.1586E+00
190           226390  563723  0.1599E+01  0.1865E+03  0.5884E+02  0.2454E+03  0.1583E+00
190           226576  563723  0.1527E+01  0.1775E+03  0.5845E+02  0.2360E+03  0.1580E+00
190           226297  563776  0.1642E+01  0.1928E+03  0.5904E+02  0.2518E+03  0.1585E+00
190           226483  563776  0.1550E+01  0.1809E+03  0.5862E+02  0.2395E+03  0.1581E+00
190           226669  563776  0.1487E+01  0.1739E+03  0.5827E+02  0.2322E+03  0.1578E+00
190           226204  563830  0.1707E+01  0.2019E+03  0.5929E+02  0.2612E+03  0.1586E+00
190           226390  563830  0.1576E+01  0.1848E+03  0.5880E+02  0.2436E+03  0.1582E+00
190           226576  563830  0.1504E+01  0.1758E+03  0.5842E+02  0.2342E+03  0.1579E+00
190           226111  563884  0.1815E+01  0.2165E+03  0.5955E+02  0.2760E+03  0.1587E+00
190           226297  563884  0.1616E+01  0.1904E+03  0.5902E+02  0.2494E+03  0.1584E+00
190           226483  563884  0.1523E+01  0.1783E+03  0.5861E+02  0.2369E+03  0.1581E+00
190           226204  563938  0.1669E+01  0.1981E+03  0.5923E+02  0.2573E+03  0.1585E+00
190           226390  563938  0.1539E+01  0.1813E+03  0.5877E+02  0.2400E+03  0.1581E+00
190           226576  563938  0.1471E+01  0.1726E+03  0.5838E+02  0.2310E+03  0.1578E+00
190           226111  563991  0.1748E+01  0.2093E+03  0.5944E+02  0.2688E+03  0.1587E+00
190           226297  563991  0.1560E+01  0.1845E+03  0.5897E+02  0.2435E+03  0.1583E+00
190           226483  563991  0.1472E+01  0.1730E+03  0.5856E+02  0.2316E+03  0.1579E+00
190           226204  564045  0.1421E+01  0.2951E+03  0.6655E+02  0.3617E+03  0.1465E+00
204           226204  564045  0.1421E+01  0.2951E+03  0.6655E+02  0.3617E+03  0.1465E+00
190           226390  564045  0.1330E+01  0.2737E+03  0.6609E+02  0.3398E+03  0.1463E+00
190           226576  564045  0.1281E+01  0.2618E+03  0.6573E+02  0.3275E+03  0.1461E+00
190           226111  564099  0.1474E+01  0.3086E+03  0.6678E+02  0.3754E+03  0.1465E+00
204           226111  564099  0.1474E+01  0.3086E+03  0.6678E+02  0.3754E+03  0.1465E+00
190           226297  564099  0.1341E+01  0.2767E+03  0.6629E+02  0.3430E+03  0.1463E+00
204           226297  564099  0.1341E+01  0.2767E+03  0.6629E+02  0.3430E+03  0.1463E+00
190           226483  564099  0.1278E+01  0.2614E+03  0.6586E+02  0.3273E+03  0.1461E+00
190           226204  564152  0.1371E+01  0.2846E+03  0.6646E+02  0.3511E+03  0.1463E+00
204           226204  564152  0.1371E+01  0.2846E+03  0.6646E+02  0.3511E+03  0.1463E+00
190           226390  564152  0.1286E+01  0.2645E+03  0.6598E+02  0.3305E+03  0.1462E+00
190           226576  564152  0.1241E+01  0.2532E+03  0.6563E+02  0.3188E+03  0.1460E+00
190           226297  564206  0.1306E+01  0.2692E+03  0.6616E+02  0.3354E+03  0.1462E+00
 
