name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.
                                     NH3         NHx         NHx         NHx         NH4
                   m       m  ug/m3        mol/ha/y    mol/ha/y    mol/ha/y        ug/m3
190           226669  563454  0.7443E-01  0.1175E+02  0.1038E+02  0.2214E+02  0.1197E-01
190           226576  563508  0.7448E-01  0.1176E+02  0.1039E+02  0.2216E+02  0.1196E-01
190           226483  563561  0.7452E-01  0.1177E+02  0.1040E+02  0.2217E+02  0.1196E-01
190           226669  563561  0.7442E-01  0.1175E+02  0.1038E+02  0.2213E+02  0.1196E-01
190           226204  563615  0.7469E-01  0.1181E+02  0.1043E+02  0.2224E+02  0.1196E-01
190           226390  563615  0.7455E-01  0.1178E+02  0.1041E+02  0.2219E+02  0.1196E-01
190           226576  563615  0.7446E-01  0.1176E+02  0.1039E+02  0.2215E+02  0.1196E-01
190           226297  563669  0.7463E-01  0.1179E+02  0.1042E+02  0.2221E+02  0.1196E-01
190           226483  563669  0.7451E-01  0.1177E+02  0.1040E+02  0.2217E+02  0.1196E-01
190           226669  563669  0.7441E-01  0.1175E+02  0.1038E+02  0.2213E+02  0.1196E-01
190           226204  563723  0.7468E-01  0.1180E+02  0.1043E+02  0.2223E+02  0.1196E-01
190           226390  563723  0.7455E-01  0.1178E+02  0.1041E+02  0.2219E+02  0.1196E-01
190           226576  563723  0.7445E-01  0.1176E+02  0.1039E+02  0.2215E+02  0.1195E-01
190           226297  563776  0.7461E-01  0.1179E+02  0.1042E+02  0.2221E+02  0.1196E-01
190           226483  563776  0.7450E-01  0.1177E+02  0.1040E+02  0.2217E+02  0.1195E-01
190           226669  563776  0.7440E-01  0.1175E+02  0.1038E+02  0.2212E+02  0.1195E-01
190           226204  563830  0.7466E-01  0.1180E+02  0.1043E+02  0.2223E+02  0.1195E-01
190           226390  563830  0.7454E-01  0.1178E+02  0.1041E+02  0.2218E+02  0.1195E-01
190           226576  563830  0.7444E-01  0.1176E+02  0.1038E+02  0.2214E+02  0.1195E-01
190           226111  563884  0.7472E-01  0.1182E+02  0.1043E+02  0.2225E+02  0.1195E-01
190           226297  563884  0.7461E-01  0.1179E+02  0.1042E+02  0.2221E+02  0.1195E-01
190           226483  563884  0.7451E-01  0.1177E+02  0.1040E+02  0.2217E+02  0.1195E-01
190           226204  563938  0.7465E-01  0.1180E+02  0.1042E+02  0.2222E+02  0.1195E-01
190           226390  563938  0.7453E-01  0.1178E+02  0.1040E+02  0.2218E+02  0.1195E-01
190           226576  563938  0.7443E-01  0.1175E+02  0.1038E+02  0.2214E+02  0.1194E-01
190           226111  563991  0.7471E-01  0.1181E+02  0.1043E+02  0.2224E+02  0.1194E-01
190           226297  563991  0.7460E-01  0.1179E+02  0.1041E+02  0.2220E+02  0.1194E-01
190           226483  563991  0.7450E-01  0.1177E+02  0.1039E+02  0.2216E+02  0.1194E-01
190           226204  564045  0.7504E-01  0.1578E+02  0.1114E+02  0.2692E+02  0.1166E-01
204           226204  564045  0.7504E-01  0.1578E+02  0.1114E+02  0.2692E+02  0.1166E-01
190           226390  564045  0.7493E-01  0.1575E+02  0.1112E+02  0.2686E+02  0.1165E-01
190           226576  564045  0.7485E-01  0.1572E+02  0.1110E+02  0.2682E+02  0.1165E-01
190           226111  564099  0.7509E-01  0.1579E+02  0.1115E+02  0.2694E+02  0.1165E-01
204           226111  564099  0.7509E-01  0.1579E+02  0.1115E+02  0.2694E+02  0.1165E-01
190           226297  564099  0.7499E-01  0.1576E+02  0.1113E+02  0.2689E+02  0.1165E-01
204           226297  564099  0.7499E-01  0.1576E+02  0.1113E+02  0.2689E+02  0.1165E-01
190           226483  564099  0.7490E-01  0.1574E+02  0.1111E+02  0.2684E+02  0.1165E-01
190           226204  564152  0.7503E-01  0.1577E+02  0.1114E+02  0.2691E+02  0.1165E-01
204           226204  564152  0.7503E-01  0.1577E+02  0.1114E+02  0.2691E+02  0.1165E-01
190           226390  564152  0.7493E-01  0.1574E+02  0.1112E+02  0.2686E+02  0.1164E-01
190           226576  564152  0.7484E-01  0.1572E+02  0.1109E+02  0.2681E+02  0.1164E-01
190           226297  564206  0.7498E-01  0.1576E+02  0.1113E+02  0.2689E+02  0.1164E-01
 
