name	x-coord	y-coord	conc.	dry_dep.	wet_dep.	tot.dep.	conc.
195	199072	444819	0.9282E-05	0.1106E-02	0.2960E-02	0.4067E-02	0.2663E-05
196	197102	443622	0.9921E-05	0.1190E-02	0.3017E-02	0.4207E-02	0.2692E-05
195	199540	435766	0.9313E-05	0.1282E-02	0.2720E-02	0.4002E-02	0.2439E-05
196	199149	436297	0.9377E-05	0.1046E-02	0.2825E-02	0.3871E-02	0.2446E-05
195	199880	435146	0.9344E-05	0.1285E-02	0.2716E-02	0.4001E-02	0.2392E-05
196	199451	432786	0.8724E-05	0.1060E-02	0.2710E-02	0.3770E-02	0.2475E-05
180	198899	411886	0.7718E-05	0.1233E-02	0.2099E-02	0.3332E-02	0.2042E-05
104	199299	407011	0.7395E-05	0.1690E-02	0.2040E-02	0.3730E-02	0.2135E-05
104	200781	403901	0.7043E-05	0.1482E-02	0.1958E-02	0.3440E-02	0.2101E-05
19	198593	396192	0.6614E-05	0.1499E-02	0.1804E-02	0.3303E-02	0.1946E-05
19	198363	395121	0.6429E-05	0.1536E-02	0.1784E-02	0.3320E-02	0.2032E-05
147	199421	361620	0.3846E-05	0.4719E-03	0.1224E-02	0.1696E-02	0.1481E-05
147	199817	360285	0.3747E-05	0.5615E-03	0.1194E-02	0.1756E-02	0.1472E-05
132	198682	351796	0.3620E-05	0.5248E-03	0.1129E-02	0.1653E-02	0.1387E-05
132	200163	347167	0.3335E-05	0.5586E-03	0.1060E-02	0.1618E-02	0.1447E-05
25	198259	326525	0.2604E-05	0.7603E-03	0.9270E-03	0.1687E-02	0.1648E-05
25	198615	324971	0.2658E-05	0.7585E-03	0.9012E-03	0.1660E-02	0.1558E-05
61	197360	318801	0.2572E-05	0.6990E-03	0.8552E-03	0.1554E-02	0.1511E-05
62	197978	307669	0.2492E-05	0.7541E-03	0.7626E-03	0.1517E-02	0.1645E-05
119	204075	619476	0.3741E-05	0.7830E-04	0.1003E-02	0.1081E-02	0.2689E-05
119	203872	615387	0.3905E-05	0.1186E-03	0.1072E-02	0.1191E-02	0.2718E-05
48	205312	610687	0.3548E-05	0.8158E-03	0.1116E-02	0.1932E-02	0.2620E-05
119	203460	612320	0.4079E-05	0.1553E-03	0.1098E-02	0.1254E-02	0.2557E-05
202	203526	609865	0.4140E-05	0.1841E-03	0.1120E-02	0.1304E-02	0.2534E-05
202	203872	605387	0.4123E-05	0.2454E-03	0.1179E-02	0.1425E-02	0.2703E-05
91	205739	601344	0.3880E-05	0.5258E-03	0.1189E-02	0.1714E-02	0.2882E-05
202	203670	602405	0.3972E-05	0.2923E-03	0.1214E-02	0.1506E-02	0.2898E-05
91	205989	595829	0.4397E-05	0.4863E-03	0.1248E-02	0.1735E-02	0.2799E-05
170	205953	564208	0.5277E-05	0.7677E-03	0.1740E-02	0.2508E-02	0.3280E-05
31	203997	529890	0.7954E-05	0.9434E-03	0.2289E-02	0.3233E-02	0.4029E-05
32	203043	529603	0.8096E-05	0.9596E-03	0.2308E-02	0.3267E-02	0.3994E-05
31	202557	525411	0.8303E-05	0.1418E-02	0.2337E-02	0.3756E-02	0.4089E-05
32	203598	525633	0.8280E-05	0.1155E-02	0.2345E-02	0.3500E-02	0.4028E-05
31	204406	522876	0.8450E-05	0.1470E-02	0.2327E-02	0.3797E-02	0.3951E-05
32	203276	521058	0.8502E-05	0.2264E-02	0.2331E-02	0.4595E-02	0.3934E-05
122	204049	518395	0.9442E-05	0.9345E-03	0.2386E-02	0.3320E-02	0.3609E-05
122	204249	515605	0.9395E-05	0.1137E-02	0.2410E-02	0.3547E-02	0.3646E-05
149	201823	516140	0.9577E-05	0.1205E-02	0.2498E-02	0.3703E-02	0.3887E-05
151	202189	514442	0.9768E-05	0.1083E-02	0.2534E-02	0.3617E-02	0.3842E-05
151	203502	509882	0.9809E-05	0.1032E-02	0.2531E-02	0.3563E-02	0.3562E-05
150	206321	504745	0.8556E-05	0.2292E-02	0.2460E-02	0.4752E-02	0.3713E-05
151	204212	506825	0.9623E-05	0.1194E-02	0.2523E-02	0.3717E-02	0.3570E-05
195	202360	499057	0.9579E-05	0.1201E-02	0.2467E-02	0.3668E-02	0.3996E-05
194	201410	495101	0.9456E-05	0.2563E-02	0.2462E-02	0.5025E-02	0.3743E-05
195	203617	495763	0.8965E-05	0.1220E-02	0.2389E-02	0.3609E-02	0.3810E-05
196	202887	496069	0.9397E-05	0.1138E-02	0.2368E-02	0.3507E-02	0.3972E-05
195	205455	490454	0.8975E-05	0.1098E-02	0.2432E-02	0.3529E-02	0.3650E-05
196	205153	489193	0.9151E-05	0.2365E-02	0.2503E-02	0.4868E-02	0.3544E-05
195	203402	485248	0.9895E-05	0.1130E-02	0.2616E-02	0.3747E-02	0.3301E-05
196	203135	486937	0.9880E-05	0.1071E-02	0.2566E-02	0.3637E-02	0.3491E-05
195	203702	480221	0.9652E-05	0.1140E-02	0.2526E-02	0.3667E-02	0.3253E-05
196	203922	479838	0.9502E-05	0.1045E-02	0.2726E-02	0.3771E-02	0.2905E-05
195	205085	476513	0.9115E-05	0.1199E-02	0.2617E-02	0.3816E-02	0.2974E-05
88	204691	460312	0.9499E-05	0.1180E-02	0.2733E-02	0.3913E-02	0.2679E-05
88	204684	457349	0.9313E-05	0.1671E-02	0.2684E-02	0.4355E-02	0.2456E-05
194	202060	454394	0.9461E-05	0.1451E-02	0.2776E-02	0.4227E-02	0.2712E-05
194	202183	450792	0.8912E-05	0.2590E-02	0.2758E-02	0.5348E-02	0.2683E-05
195	204879	449451	0.9214E-05	0.9693E-03	0.2733E-02	0.3703E-02	0.2520E-05
195	203726	446590	0.9288E-05	0.9714E-03	0.2763E-02	0.3734E-02	0.2535E-05
196	202947	447331	0.9331E-05	0.1251E-02	0.2750E-02	0.4001E-02	0.2548E-05
195	203194	435288	0.8827E-05	0.9362E-03	0.2619E-02	0.3556E-02	0.2263E-05
196	203081	434445	0.8800E-05	0.1088E-02	0.2608E-02	0.3696E-02	0.2292E-05
195	203414	431260	0.8232E-05	0.8000E-03	0.2589E-02	0.3389E-02	0.2440E-05
196	203061	431689	0.8279E-05	0.8039E-03	0.2589E-02	0.3393E-02	0.2392E-05
104	202501	403856	0.6787E-05	0.1622E-02	0.1910E-02	0.3531E-02	0.2036E-05
104	203839	400097	0.6647E-05	0.1022E-02	0.1825E-02	0.2846E-02	0.1929E-05
104	205304	396538	0.5879E-05	0.1402E-02	0.1665E-02	0.3066E-02	0.1890E-05
147	202301	360397	0.3607E-05	0.9325E-03	0.1164E-02	0.2096E-02	0.1308E-05
112	203843	353951	0.3294E-05	0.6852E-03	0.1092E-02	0.1777E-02	0.1348E-05
112	205595	351558	0.2974E-05	0.9025E-03	0.1033E-02	0.1935E-02	0.1380E-05
132	203506	350638	0.3149E-05	0.5418E-03	0.1051E-02	0.1593E-02	0.1449E-05
119	208213	620675	0.3789E-05	0.7742E-04	0.9832E-03	0.1061E-02	0.2486E-05
119	208202	617887	0.3756E-05	0.1086E-03	0.1005E-02	0.1114E-02	0.2516E-05
48	207910	611898	0.3399E-05	0.1106E-02	0.1099E-02	0.2204E-02	0.2776E-05
119	208122	613903	0.3687E-05	0.1902E-03	0.1085E-02	0.1275E-02	0.2632E-05
202	209567	611908	0.3452E-05	0.4563E-03	0.1084E-02	0.1540E-02	0.2624E-05
48	206560	609860	0.3620E-05	0.3370E-03	0.1107E-02	0.1444E-02	0.2654E-05
202	208221	607727	0.3908E-05	0.2105E-03	0.1116E-02	0.1326E-02	0.2668E-05
91	207850	601687	0.3838E-05	0.3379E-03	0.1184E-02	0.1522E-02	0.2877E-05
202	208126	604074	0.3866E-05	0.2375E-03	0.1139E-02	0.1377E-02	0.2761E-05
91	208357	597799	0.4043E-05	0.3325E-03	0.1236E-02	0.1569E-02	0.2946E-05
91	208656	594240	0.3996E-05	0.7446E-03	0.1222E-02	0.1966E-02	0.2966E-05
170	206933	563814	0.5244E-05	0.7789E-03	0.1728E-02	0.2507E-02	0.3205E-05
39	209750	542955	0.5892E-05	0.1684E-02	0.2010E-02	0.3694E-02	0.4162E-05
32	206037	522698	0.8539E-05	0.1208E-02	0.2261E-02	0.3469E-02	0.3634E-05
151	206509	505939	0.9018E-05	0.1205E-02	0.2460E-02	0.3665E-02	0.3704E-05
150	207347	504313	0.9035E-05	0.1278E-02	0.2472E-02	0.3750E-02	0.3652E-05
151	206572	505050	0.8937E-05	0.1193E-02	0.2464E-02	0.3657E-02	0.3669E-05
195	205774	492638	0.8886E-05	0.9985E-03	0.2350E-02	0.3348E-02	0.3647E-05
196	206197	491679	0.9073E-05	0.1048E-02	0.2353E-02	0.3401E-02	0.3581E-05
195	208125	472202	0.8581E-05	0.2033E-02	0.2555E-02	0.4588E-02	0.2538E-05
196	208966	470669	0.8933E-05	0.8609E-03	0.2559E-02	0.3420E-02	0.2361E-05
195	208902	467049	0.9376E-05	0.7717E-03	0.2636E-02	0.3407E-02	0.2271E-05
196	208858	467701	0.9265E-05	0.7753E-03	0.2629E-02	0.3404E-02	0.2259E-05
88	206712	460640	0.8922E-05	0.1505E-02	0.2600E-02	0.4105E-02	0.2625E-05
195	209654	462378	0.8691E-05	0.1509E-02	0.2556E-02	0.4065E-02	0.2287E-05
196	209762	464877	0.9038E-05	0.9258E-03	0.2600E-02	0.3526E-02	0.2297E-05
88	206255	458936	0.9319E-05	0.1109E-02	0.2674E-02	0.3784E-02	0.2511E-05
195	209290	457605	0.8686E-05	0.9275E-03	0.2564E-02	0.3492E-02	0.2453E-05
196	210441	458477	0.8681E-05	0.9752E-03	0.2570E-02	0.3545E-02	0.2420E-05
195	207518	453663	0.8733E-05	0.9296E-03	0.2663E-02	0.3593E-02	0.2673E-05
196	206360	453084	0.9161E-05	0.9335E-03	0.2715E-02	0.3649E-02	0.2693E-05
195	206874	449113	0.8742E-05	0.8517E-03	0.2655E-02	0.3506E-02	0.2502E-05
196	206446	432690	0.7711E-05	0.9546E-03	0.2405E-02	0.3360E-02	0.2436E-05
196	207325	429177	0.7640E-05	0.1076E-02	0.2270E-02	0.3346E-02	0.2248E-05
104	206891	396415	0.5854E-05	0.1495E-02	0.1650E-02	0.3146E-02	0.1805E-05
104	208990	393260	0.5337E-05	0.1230E-02	0.1746E-02	0.2975E-02	0.1873E-05
103	210065	386397	0.4748E-05	0.1150E-02	0.1582E-02	0.2732E-02	0.1740E-05
103	210196	383537	0.4650E-05	0.1194E-02	0.1530E-02	0.2724E-02	0.1617E-05
112	208170	355760	0.3233E-05	0.4857E-03	0.1055E-02	0.1541E-02	0.1252E-05
112	207448	352911	0.3010E-05	0.7842E-03	0.1050E-02	0.1834E-02	0.1346E-05
119	212536	619589	0.3744E-05	0.9128E-04	0.9694E-03	0.1061E-02	0.2381E-05
48	211400	612909	0.3142E-05	0.6054E-03	0.1067E-02	0.1672E-02	0.2584E-05
119	212526	615413	0.3638E-05	0.1336E-03	0.1012E-02	0.1146E-02	0.2559E-05
202	213350	612955	0.3150E-05	0.3414E-03	0.1072E-02	0.1413E-02	0.2642E-05
48	210761	611823	0.3449E-05	0.3373E-03	0.1074E-02	0.1411E-02	0.2588E-05
119	211769	612877	0.3153E-05	0.6067E-03	0.1067E-02	0.1674E-02	0.2575E-05
202	212543	610378	0.3642E-05	0.2204E-03	0.1084E-02	0.1304E-02	0.2613E-05
202	212545	605547	0.3884E-05	0.2191E-03	0.1123E-02	0.1342E-02	0.2716E-05
91	211113	599517	0.3659E-05	0.9371E-03	0.1179E-02	0.2116E-02	0.3149E-05
91	211992	595519	0.3905E-05	0.5277E-03	0.1212E-02	0.1740E-02	0.2991E-05
7	214338	566533	0.4920E-05	0.9696E-03	0.1613E-02	0.2582E-02	0.2918E-05
38	213284	553010	0.5457E-05	0.9477E-03	0.1763E-02	0.2711E-02	0.3227E-05
38	214203	551108	0.5171E-05	0.1267E-02	0.1804E-02	0.3071E-02	0.3729E-05
39	212841	548102	0.5772E-05	0.9769E-03	0.1869E-02	0.2846E-02	0.3597E-05
39	212692	545460	0.5623E-05	0.1707E-02	0.1913E-02	0.3621E-02	0.3849E-05
39	213295	542577	0.6150E-05	0.9234E-03	0.1912E-02	0.2835E-02	0.3485E-05
73	212826	535319	0.6212E-05	0.1650E-02	0.1976E-02	0.3626E-02	0.3710E-05
73	213794	532381	0.6743E-05	0.1440E-02	0.2012E-02	0.3452E-02	0.3500E-05
195	209961	470125	0.8719E-05	0.9417E-03	0.2555E-02	0.3496E-02	0.2404E-05
196	209766	470183	0.8737E-05	0.9440E-03	0.2561E-02	0.3505E-02	0.2413E-05
195	210316	465485	0.8968E-05	0.1015E-02	0.2578E-02	0.3593E-02	0.2306E-05
196	209936	465359	0.8897E-05	0.9968E-03	0.2591E-02	0.3588E-02	0.2293E-05
195	210477	459770	0.8316E-05	0.1937E-02	0.2468E-02	0.4405E-02	0.2307E-05
196	211170	458397	0.8449E-05	0.1210E-02	0.2538E-02	0.3748E-02	0.2464E-05
195	210919	456337	0.8195E-05	0.9477E-03	0.2500E-02	0.3448E-02	0.2518E-05
196	211382	457175	0.8320E-05	0.7310E-03	0.2489E-02	0.3220E-02	0.2487E-05
104	210972	393510	0.5281E-05	0.9727E-03	0.1712E-02	0.2685E-02	0.1646E-05
104	210554	391516	0.5359E-05	0.8677E-03	0.1698E-02	0.2565E-02	0.1708E-05
103	211338	385363	0.4785E-05	0.1032E-02	0.1560E-02	0.2592E-02	0.1663E-05
103	212268	382686	0.4649E-05	0.5752E-03	0.1506E-02	0.2081E-02	0.1619E-05
119	216885	620705	0.3587E-05	0.8773E-04	0.9315E-03	0.1019E-02	0.2333E-05
119	216863	617887	0.3516E-05	0.1136E-03	0.9641E-03	0.1078E-02	0.2486E-05
119	216531	614311	0.3397E-05	0.1592E-03	0.1001E-02	0.1160E-02	0.2529E-05
202	217038	612133	0.3503E-05	0.1490E-03	0.9970E-03	0.1146E-02	0.2566E-05
202	216863	607887	0.3619E-05	0.1903E-03	0.1054E-02	0.1244E-02	0.2641E-05
202	216873	603456	0.3655E-05	0.2287E-03	0.1109E-02	0.1337E-02	0.2821E-05
91	215189	594695	0.3577E-05	0.6222E-03	0.1171E-02	0.1793E-02	0.3105E-05
7	215613	567170	0.5027E-05	0.8856E-03	0.1582E-02	0.2468E-02	0.2775E-05
60	219580	557796	0.5171E-05	0.7048E-03	0.1641E-02	0.2346E-02	0.2863E-05
38	215339	550870	0.5003E-05	0.1384E-02	0.1769E-02	0.3153E-02	0.3721E-05
39	217044	551160	0.4823E-05	0.1867E-02	0.1762E-02	0.3629E-02	0.3615E-05
38	218046	548231	0.4864E-05	0.2058E-02	0.1793E-02	0.3851E-02	0.3683E-05
39	216994	547887	0.5001E-05	0.1586E-02	0.1801E-02	0.3388E-02	0.3852E-05
39	217007	543744	0.5188E-05	0.2293E-02	0.1846E-02	0.4139E-02	0.3639E-05
53	219204	537024	0.6245E-05	0.1125E-02	0.1877E-02	0.3002E-02	0.3337E-05
73	215311	537037	0.6270E-05	0.1305E-02	0.1926E-02	0.3231E-02	0.3564E-05
73	214346	533091	0.6491E-05	0.1378E-02	0.1960E-02	0.3338E-02	0.3504E-05
16	218503	486761	0.7466E-05	0.1445E-02	0.2185E-02	0.3630E-02	0.2783E-05
119	221183	619620	0.3478E-05	0.9841E-04	0.9299E-03	0.1028E-02	0.2373E-05
119	220335	616552	0.3387E-05	0.1172E-03	0.9336E-03	0.1051E-02	0.2382E-05
202	221670	614739	0.3276E-05	0.1552E-03	0.9720E-03	0.1127E-02	0.2499E-05
202	221193	610387	0.3157E-05	0.1598E-03	0.9672E-03	0.1127E-02	0.2664E-05
202	221134	605547	0.3374E-05	0.2058E-03	0.1051E-02	0.1257E-02	0.2806E-05
202	219846	602799	0.3336E-05	0.5018E-03	0.1104E-02	0.1605E-02	0.2896E-05
92	223452	576433	0.4355E-05	0.5533E-03	0.1432E-02	0.1985E-02	0.2389E-05
60	221863	559287	0.4797E-05	0.7595E-03	0.1617E-02	0.2376E-02	0.2984E-05
60	222396	556652	0.4704E-05	0.7461E-03	0.1636E-02	0.2382E-02	0.3176E-05
38	220151	548571	0.5025E-05	0.1079E-02	0.1724E-02	0.2802E-02	0.3356E-05
39	219978	549305	0.4863E-05	0.1480E-02	0.1728E-02	0.3208E-02	0.3547E-05
38	222801	544182	0.5293E-05	0.9550E-03	0.1757E-02	0.2712E-02	0.3368E-05
39	220025	545573	0.4982E-05	0.2143E-02	0.1785E-02	0.3928E-02	0.3536E-05
38	222538	542864	0.5326E-05	0.9249E-03	0.1743E-02	0.2668E-02	0.3356E-05
39	219772	542517	0.5199E-05	0.2041E-02	0.1792E-02	0.3833E-02	0.3541E-05
53	221626	535339	0.6149E-05	0.1049E-02	0.1859E-02	0.2908E-02	0.3194E-05
53	222319	532702	0.6581E-05	0.8114E-03	0.1839E-02	0.2650E-02	0.2967E-05
155	223330	499286	0.6915E-05	0.1603E-02	0.2098E-02	0.3701E-02	0.2747E-05
155	223056	496679	0.7184E-05	0.9258E-03	0.2106E-02	0.3031E-02	0.2756E-05
16	219358	486352	0.7690E-05	0.1233E-02	0.2194E-02	0.3427E-02	0.2661E-05
134	222853	484367	0.7273E-05	0.1329E-02	0.2074E-02	0.3404E-02	0.2336E-05
134	222139	482575	0.7188E-05	0.1756E-02	0.2105E-02	0.3860E-02	0.2412E-05
119	224537	620539	0.3378E-05	0.9349E-04	0.9011E-03	0.9946E-03	0.2339E-05
119	225319	619247	0.3361E-05	0.1017E-03	0.9061E-03	0.1008E-02	0.2342E-05
202	225634	617104	0.3367E-05	0.1122E-03	0.9172E-03	0.1029E-02	0.2350E-05
202	225523	612887	0.3311E-05	0.1508E-03	0.9640E-03	0.1115E-02	0.2530E-05
202	225523	607887	0.3333E-05	0.1857E-03	0.9874E-03	0.1173E-02	0.2532E-05
202	225166	604767	0.3098E-05	0.3880E-03	0.1050E-02	0.1438E-02	0.2854E-05
92	225684	577660	0.3936E-05	0.4435E-03	0.1417E-02	0.1861E-02	0.2521E-05
120	226394	563876	0.4633E-05	0.9645E-03	0.1495E-02	0.2460E-02	0.2480E-05
60	225188	557956	0.4630E-05	0.7435E-03	0.1602E-02	0.2345E-02	0.3037E-05
60	224262	554939	0.4679E-05	0.9413E-03	0.1645E-02	0.2587E-02	0.3220E-05
38	224039	545651	0.5280E-05	0.9395E-03	0.1692E-02	0.2632E-02	0.3083E-05
38	223641	544005	0.5179E-05	0.1257E-02	0.1742E-02	0.2999E-02	0.3276E-05
53	225684	537458	0.5588E-05	0.1706E-02	0.1767E-02	0.3473E-02	0.3264E-05
53	224815	534393	0.6409E-05	0.7610E-03	0.1847E-02	0.2608E-02	0.2929E-05
155	227018	502545	0.6081E-05	0.2015E-02	0.1980E-02	0.3995E-02	0.2791E-05
155	224840	498564	0.6913E-05	0.1076E-02	0.2052E-02	0.3128E-02	0.2702E-05
134	225055	486047	0.6893E-05	0.1629E-02	0.2100E-02	0.3729E-02	0.2507E-05
134	225011	483331	0.6868E-05	0.1566E-02	0.2028E-02	0.3593E-02	0.2413E-05
134	224791	480094	0.6665E-05	0.1434E-02	0.1976E-02	0.3410E-02	0.2386E-05
119	229973	619396	0.3165E-05	0.1069E-03	0.8953E-03	0.1002E-02	0.2435E-05
202	230088	618021	0.3114E-05	0.1139E-03	0.8974E-03	0.1011E-02	0.2464E-05
202	229853	615387	0.3032E-05	0.1311E-03	0.9104E-03	0.1041E-02	0.2536E-05
202	229853	610387	0.3082E-05	0.1625E-03	0.9392E-03	0.1102E-02	0.2543E-05
202	229781	606236	0.3016E-05	0.1822E-03	0.1088E-02	0.1270E-02	0.1957E-05
92	228611	578822	0.3776E-05	0.4738E-03	0.1333E-02	0.1807E-02	0.2442E-05
92	228503	577188	0.3909E-05	0.5265E-03	0.1342E-02	0.1868E-02	0.2397E-05
60	227687	559312	0.4441E-05	0.6766E-03	0.1524E-02	0.2200E-02	0.2869E-05
174	230544	553805	0.4619E-05	0.8535E-03	0.1574E-02	0.2427E-02	0.2940E-05
174	229801	552337	0.4782E-05	0.8139E-03	0.1594E-02	0.2408E-02	0.2948E-05
53	228079	539169	0.5610E-05	0.1210E-02	0.1687E-02	0.2898E-02	0.2867E-05
53	227055	535471	0.6191E-05	0.7636E-03	0.1755E-02	0.2519E-02	0.2816E-05
155	229561	504293	0.6126E-05	0.1397E-02	0.1929E-02	0.3327E-02	0.2772E-05
155	229336	501040	0.6104E-05	0.1873E-02	0.1951E-02	0.3824E-02	0.2629E-05
197	231123	488262	0.6514E-05	0.8728E-03	0.1950E-02	0.2823E-02	0.2263E-05
134	227828	484352	0.6652E-05	0.1311E-02	0.1952E-02	0.3264E-02	0.2290E-05
197	231094	487338	0.6503E-05	0.7843E-03	0.1873E-02	0.2658E-02	0.2103E-05
18	230670	476396	0.6679E-05	0.8195E-03	0.1921E-02	0.2740E-02	0.2003E-05
144	229428	459240	0.6609E-05	0.1029E-02	0.1953E-02	0.2983E-02	0.1924E-05
119	233216	620494	0.2996E-05	0.1052E-03	0.8729E-03	0.9781E-03	0.2458E-05
119	233456	619407	0.3056E-05	0.1108E-03	0.8842E-03	0.9950E-03	0.2433E-05
201	235770	619996	0.2904E-05	0.1113E-03	0.8652E-03	0.9765E-03	0.2465E-05
202	234387	617362	0.2601E-05	0.2557E-03	0.9304E-03	0.1186E-02	0.2661E-05
202	234183	612887	0.2769E-05	0.1513E-03	0.9181E-03	0.1069E-02	0.2734E-05
202	234113	608048	0.2896E-05	0.1721E-03	0.1078E-02	0.1250E-02	0.2030E-05
202	232811	605358	0.3058E-05	0.2476E-03	0.1107E-02	0.1355E-02	0.1914E-05
40	236664	557719	0.4121E-05	0.8804E-03	0.1413E-02	0.2294E-02	0.2607E-05
40	234562	552213	0.4805E-05	0.5716E-03	0.1512E-02	0.2084E-02	0.2627E-05
174	231924	553915	0.4673E-05	0.9812E-03	0.1548E-02	0.2529E-02	0.2677E-05
107	235585	532489	0.5550E-05	0.7214E-03	0.1659E-02	0.2380E-02	0.2478E-05
155	232709	505483	0.5769E-05	0.1671E-02	0.1866E-02	0.3537E-02	0.2631E-05
155	232811	502875	0.5902E-05	0.1765E-02	0.1880E-02	0.3646E-02	0.2480E-05
197	232361	488259	0.6363E-05	0.7545E-03	0.1915E-02	0.2670E-02	0.2297E-05
18	232330	477329	0.6164E-05	0.1279E-02	0.1854E-02	0.3132E-02	0.2076E-05
201	238400	619703	0.2836E-05	0.1140E-03	0.8497E-03	0.9637E-03	0.2416E-05
202	237225	618610	0.2924E-05	0.1184E-03	0.8591E-03	0.9775E-03	0.2365E-05
201	240143	616403	0.2717E-05	0.1176E-03	0.9567E-03	0.1074E-02	0.1760E-05
202	238162	615168	0.2615E-05	0.1200E-03	0.9622E-03	0.1082E-02	0.1882E-05
202	238484	610444	0.2825E-05	0.1545E-03	0.1017E-02	0.1171E-02	0.1842E-05
202	237400	607610	0.2726E-05	0.3676E-03	0.1063E-02	0.1431E-02	0.1946E-05
183	238637	578116	0.3580E-05	0.5167E-03	0.1246E-02	0.1763E-02	0.2152E-05
183	239619	576540	0.3630E-05	0.4617E-03	0.1251E-02	0.1713E-02	0.2171E-05
40	238768	569783	0.3829E-05	0.5736E-03	0.1309E-02	0.1882E-02	0.2338E-05
40	239905	565308	0.3703E-05	0.1009E-02	0.1372E-02	0.2381E-02	0.2918E-05
40	239316	560256	0.3889E-05	0.6548E-03	0.1387E-02	0.2042E-02	0.2677E-05
40	237225	556138	0.4267E-05	0.7858E-03	0.1426E-02	0.2212E-02	0.2610E-05
40	238486	552143	0.4462E-05	0.7575E-03	0.1468E-02	0.2225E-02	0.2602E-05
57	240836	544754	0.5018E-05	0.6995E-03	0.1504E-02	0.2204E-02	0.2356E-05
106	237105	536712	0.5420E-05	0.8257E-03	0.1587E-02	0.2412E-02	0.2373E-05
107	237765	534032	0.5288E-05	0.8968E-03	0.1587E-02	0.2484E-02	0.2352E-05
107	237202	532535	0.5588E-05	0.7682E-03	0.1619E-02	0.2387E-02	0.2316E-05
59	241146	500144	0.5418E-05	0.1116E-02	0.1715E-02	0.2832E-02	0.2119E-05
86	241086	445188	0.5385E-05	0.8406E-03	0.1642E-02	0.2483E-02	0.1611E-05
201	242258	617014	0.2631E-05	0.1128E-03	0.9483E-03	0.1061E-02	0.1808E-05
201	243465	613909	0.2555E-05	0.1293E-03	0.9564E-03	0.1086E-02	0.1861E-05
202	242300	611993	0.2628E-05	0.1419E-03	0.9725E-03	0.1114E-02	0.1829E-05
202	242528	609785	0.2560E-05	0.2366E-03	0.9965E-03	0.1233E-02	0.1871E-05
183	242037	576251	0.3349E-05	0.4907E-03	0.1260E-02	0.1751E-02	0.2357E-05
183	242364	572807	0.3535E-05	0.3162E-03	0.1291E-02	0.1608E-02	0.2308E-05
40	242089	565597	0.3692E-05	0.1014E-02	0.1341E-02	0.2355E-02	0.2739E-05
183	242474	570256	0.3421E-05	0.4448E-03	0.1322E-02	0.1767E-02	0.2588E-05
40	241528	563180	0.3726E-05	0.1103E-02	0.1370E-02	0.2473E-02	0.2813E-05
40	242170	558051	0.4017E-05	0.6597E-03	0.1372E-02	0.2032E-02	0.2520E-05
40	243607	554520	0.4107E-05	0.6412E-03	0.1371E-02	0.2012E-02	0.2526E-05
57	241969	545744	0.4570E-05	0.1301E-02	0.1468E-02	0.2768E-02	0.2617E-05
57	241249	543858	0.4923E-05	0.1197E-02	0.1494E-02	0.2691E-02	0.2499E-05
59	242186	500799	0.5335E-05	0.8888E-03	0.1693E-02	0.2582E-02	0.2195E-05
58	241180	497911	0.5804E-05	0.8528E-03	0.1764E-02	0.2617E-02	0.2042E-05
59	242084	498279	0.5542E-05	0.8076E-03	0.1709E-02	0.2517E-02	0.2054E-05
86	242343	445755	0.5207E-05	0.1215E-02	0.1623E-02	0.2839E-02	0.1532E-05
86	242221	444673	0.5259E-05	0.1124E-02	0.1642E-02	0.2767E-02	0.1622E-05
9	244568	439851	0.4887E-05	0.8535E-03	0.1525E-02	0.2378E-02	0.1458E-05
201	246425	614341	0.2490E-05	0.1237E-03	0.9272E-03	0.1051E-02	0.1784E-05
201	247694	611695	0.2533E-05	0.1390E-03	0.9420E-03	0.1081E-02	0.1768E-05
202	246937	610137	0.2631E-05	0.1503E-03	0.9687E-03	0.1119E-02	0.1774E-05
40	244375	555245	0.3779E-05	0.1396E-02	0.1350E-02	0.2747E-02	0.2708E-05
27	249071	460509	0.4861E-05	0.8439E-03	0.1510E-02	0.2354E-02	0.1578E-05
9	245184	440020	0.4792E-05	0.9285E-03	0.1520E-02	0.2448E-02	0.1496E-05
175	248375	436397	0.4664E-05	0.7409E-03	0.1464E-02	0.2205E-02	0.1421E-05
201	250268	611707	0.2416E-05	0.1360E-03	0.9205E-03	0.1056E-02	0.1775E-05
201	252276	609474	0.2533E-05	0.1506E-03	0.9478E-03	0.1098E-02	0.1751E-05
202	251952	608802	0.2484E-05	0.2628E-03	0.9578E-03	0.1221E-02	0.1738E-05
202	254052	603365	0.2524E-05	0.1956E-03	0.9762E-03	0.1172E-02	0.1780E-05
41	250325	553779	0.3879E-05	0.6598E-03	0.1289E-02	0.1948E-02	0.2244E-05
143	252908	496934	0.5014E-05	0.6448E-03	0.1511E-02	0.2156E-02	0.1605E-05
143	253806	493236	0.4783E-05	0.8516E-03	0.1444E-02	0.2296E-02	0.1679E-05
27	252510	465491	0.4870E-05	0.8846E-03	0.1492E-02	0.2377E-02	0.1498E-05
27	250939	463058	0.4956E-05	0.7767E-03	0.1512E-02	0.2289E-02	0.1555E-05
27	250656	460104	0.4766E-05	0.5383E-03	0.1475E-02	0.2013E-02	0.1565E-05
171	251003	442645	0.4691E-05	0.6732E-03	0.1441E-02	0.2114E-02	0.1427E-05
