name	x-coord	y-coord	conc.	dry_dep.	wet_dep.	tot.dep.	conc.
45	115788	571234	0.1333E-04	0.2731E-02	0.7910E-03	0.3522E-02	0.4142E-05
44	116542	566661	0.1497E-04	0.1894E-02	0.9051E-03	0.2799E-02	0.3918E-05
202	117926	559377	0.1759E-04	0.3101E-03	0.8435E-03	0.1154E-02	0.3871E-05
202	117270	555387	0.1742E-04	0.1807E-03	0.8115E-03	0.9923E-03	0.3844E-05
202	117398	550364	0.1658E-04	0.3139E-03	0.7841E-03	0.1098E-02	0.3950E-05
202	118160	546790	0.1602E-04	0.5359E-03	0.7701E-03	0.1306E-02	0.3819E-05
55	116372	510059	0.1109E-04	0.1101E-02	0.7268E-03	0.1828E-02	0.2931E-05
56	118826	509826	0.1095E-04	0.1064E-02	0.7339E-03	0.1798E-02	0.3182E-05
176	116978	504638	0.1035E-04	0.1004E-02	0.7152E-03	0.1719E-02	0.2977E-05
178	117235	503616	0.1016E-04	0.9995E-03	0.7199E-03	0.1719E-02	0.2997E-05
78	118689	498015	0.9446E-05	0.1494E-02	0.6988E-03	0.2193E-02	0.3614E-05
129	115064	499615	0.9025E-05	0.2110E-02	0.6840E-03	0.2794E-02	0.3568E-05
177	117046	499005	0.9492E-05	0.9200E-03	0.7068E-03	0.1627E-02	0.3243E-05
178	117588	501664	0.9789E-05	0.1561E-02	0.7066E-03	0.2267E-02	0.3397E-05
77	118969	496129	0.8992E-05	0.1060E-02	0.7078E-03	0.1768E-02	0.3362E-05
78	118713	497414	0.9218E-05	0.1178E-02	0.7047E-03	0.1883E-02	0.3360E-05
129	114768	495255	0.8880E-05	0.1077E-02	0.6771E-03	0.1754E-02	0.3204E-05
115	117466	463654	0.8056E-05	0.8173E-03	0.6744E-03	0.1492E-02	0.3179E-05
115	116246	461884	0.7131E-05	0.6438E-03	0.6252E-03	0.1269E-02	0.3441E-05
116	115803	460949	0.7084E-05	0.6308E-03	0.6215E-03	0.1252E-02	0.3382E-05
14	117158	424527	0.4678E-05	0.6593E-03	0.4651E-03	0.1124E-02	0.2810E-05
13	118794	418720	0.4568E-05	0.7254E-03	0.4541E-03	0.1180E-02	0.2811E-05
14	117226	418907	0.4187E-05	0.9162E-03	0.4459E-03	0.1362E-02	0.2734E-05
13	118989	416431	0.4470E-05	0.7556E-03	0.4462E-03	0.1202E-02	0.2719E-05
14	117094	415650	0.3963E-05	0.8723E-03	0.4334E-03	0.1306E-02	0.2717E-05
152	115248	396070	0.3505E-05	0.6448E-03	0.4258E-03	0.1071E-02	0.2251E-05
192	122484	676609	0.3969E-05	0.5130E-03	0.7135E-03	0.1227E-02	0.6444E-05
192	121600	672887	0.5025E-05	-0.3422E-02	0.7483E-03	-0.2674E-02	0.6721E-05
192	121600	667887	0.5499E-05	-0.3511E-02	0.7813E-03	-0.2730E-02	0.6987E-05
192	121600	662887	0.6179E-05	-0.3681E-02	0.8303E-03	-0.2851E-02	0.7415E-05
192	121600	657887	0.6727E-05	-0.3678E-02	0.8707E-03	-0.2807E-02	0.7826E-05
192	121600	652887	0.7579E-05	-0.3839E-02	0.9207E-03	-0.2919E-02	0.8190E-05
192	121600	647887	0.8407E-05	-0.3891E-02	0.9689E-03	-0.2922E-02	0.8561E-05
192	121600	642887	0.9403E-05	-0.3970E-02	0.1014E-02	-0.2956E-02	0.8772E-05
192	121600	637887	0.9731E-05	-0.3359E-02	0.8745E-03	-0.2485E-02	0.6846E-05
192	120739	634166	0.1025E-04	-0.3229E-02	0.8947E-03	-0.2334E-02	0.6978E-05
119	122352	592041	0.1709E-04	-0.1464E-02	0.9377E-03	-0.5266E-03	0.5665E-05
119	121600	587887	0.1703E-04	-0.1195E-02	0.9043E-03	-0.2906E-03	0.5397E-05
119	121117	583670	0.1653E-04	-0.5233E-03	0.8787E-03	0.3553E-03	0.5144E-05
202	122297	581756	0.1617E-04	0.6232E-03	0.8877E-03	0.1511E-02	0.4940E-05
44	119450	577379	0.1538E-04	0.7548E-03	0.8398E-03	0.1595E-02	0.4442E-05
45	119516	576940	0.1461E-04	0.3132E-02	0.8508E-03	0.3983E-02	0.4532E-05
119	119025	577681	0.1528E-04	0.7505E-03	0.8366E-03	0.1587E-02	0.4429E-05
202	121757	578007	0.1748E-04	-0.4980E-03	0.8534E-03	0.3554E-03	0.4708E-05
45	118968	573222	0.1449E-04	0.2769E-02	0.8206E-03	0.3589E-02	0.4158E-05
202	122850	573285	0.1736E-04	0.7260E-03	0.8397E-03	0.1566E-02	0.4638E-05
45	121727	568153	0.1652E-04	0.1987E-02	0.9630E-03	0.2950E-02	0.4268E-05
202	123072	567833	0.1919E-04	0.3940E-03	0.9449E-03	0.1339E-02	0.4443E-05
44	119684	563622	0.1548E-04	0.1846E-02	0.9196E-03	0.2765E-02	0.4223E-05
45	120532	564228	0.1582E-04	0.1770E-02	0.9287E-03	0.2699E-02	0.4319E-05
202	121984	562680	0.1876E-04	0.3641E-03	0.9001E-03	0.1264E-02	0.4190E-05
202	121600	557887	0.1881E-04	0.2124E-03	0.8596E-03	0.1072E-02	0.4081E-05
202	121600	552887	0.1804E-04	0.3089E-03	0.8281E-03	0.1137E-02	0.4139E-05
202	121598	547890	0.1743E-04	0.4868E-03	0.8016E-03	0.1288E-02	0.3788E-05
202	121129	545098	0.1677E-04	0.5816E-03	0.7816E-03	0.1363E-02	0.3740E-05
56	120402	511535	0.1153E-04	0.1061E-02	0.7523E-03	0.1813E-02	0.3140E-05
56	119622	509230	0.1083E-04	0.1234E-02	0.7424E-03	0.1977E-02	0.3260E-05
176	120625	503139	0.1066E-04	0.9979E-03	0.7405E-03	0.1738E-02	0.3028E-05
178	119734	502720	0.1032E-04	0.1194E-02	0.7294E-03	0.1924E-02	0.3046E-05
76	121315	496480	0.9083E-05	0.1251E-02	0.7137E-03	0.1965E-02	0.3504E-05
77	120533	497664	0.9390E-05	0.1213E-02	0.7158E-03	0.1929E-02	0.3420E-05
78	121907	497604	0.9364E-05	0.1305E-02	0.7207E-03	0.2026E-02	0.3519E-05
76	121646	494847	0.8928E-05	0.1329E-02	0.7126E-03	0.2042E-02	0.3565E-05
78	123384	494472	0.9140E-05	0.1536E-02	0.7147E-03	0.2251E-02	0.3805E-05
20	123385	473738	0.9167E-05	0.1308E-02	0.7493E-03	0.2058E-02	0.3348E-05
115	119223	463536	0.8175E-05	0.1036E-02	0.6739E-03	0.1710E-02	0.3253E-05
148	123043	440390	0.6280E-05	0.7269E-03	0.5374E-03	0.1264E-02	0.3090E-05
148	122488	439780	0.6179E-05	0.7718E-03	0.5365E-03	0.1308E-02	0.3107E-05
14	120141	425528	0.4732E-05	0.9814E-03	0.4751E-03	0.1456E-02	0.2995E-05
13	121073	421827	0.4713E-05	0.7070E-03	0.4647E-03	0.1172E-02	0.2973E-05
14	119636	422789	0.4904E-05	0.7254E-03	0.4729E-03	0.1198E-02	0.2902E-05
13	120165	418273	0.4534E-05	0.7734E-03	0.4557E-03	0.1229E-02	0.2847E-05
192	126679	679283	0.3878E-05	0.4962E-03	0.7023E-03	0.1199E-02	0.6332E-05
192	125930	675387	0.4359E-05	0.5496E-03	0.7414E-03	0.1291E-02	0.6645E-05
192	125930	670387	0.5594E-05	-0.3602E-02	0.7909E-03	-0.2811E-02	0.7099E-05
192	125930	665387	0.6236E-05	-0.3751E-02	0.8333E-03	-0.2918E-02	0.7467E-05
192	125930	660387	0.6998E-05	-0.3943E-02	0.8856E-03	-0.3057E-02	0.7928E-05
192	125930	655387	0.7581E-05	-0.3896E-02	0.9200E-03	-0.2976E-02	0.8191E-05
192	125930	650387	0.8505E-05	-0.4029E-02	0.9713E-03	-0.3057E-02	0.8553E-05
192	125930	645387	0.9806E-05	-0.4277E-02	0.1038E-02	-0.3239E-02	0.8978E-05
192	125930	640387	0.1018E-04	-0.3639E-02	0.8988E-03	-0.2740E-02	0.7021E-05
192	124941	636817	0.1050E-04	-0.3665E-02	0.9082E-03	-0.2757E-02	0.7022E-05
119	126341	594874	0.1792E-04	-0.1422E-02	0.1008E-02	-0.4147E-03	0.6524E-05
119	125930	590387	0.1833E-04	-0.1264E-02	0.9632E-03	-0.3005E-03	0.5813E-05
52	126347	586074	0.1611E-04	0.1853E-02	0.9608E-03	0.2814E-02	0.5456E-05
119	124780	586281	0.1828E-04	-0.1091E-02	0.9280E-03	-0.1626E-03	0.5385E-05
202	126630	584440	0.1827E-04	-0.5542E-03	0.9358E-03	0.3816E-03	0.5193E-05
202	125930	580387	0.1899E-04	-0.5979E-03	0.9058E-03	0.3079E-03	0.4853E-05
202	125930	575387	0.1890E-04	-0.2294E-03	0.8799E-03	0.6505E-03	0.4701E-05
202	125930	570387	0.2009E-04	0.5437E-04	0.9903E-03	0.1045E-02	0.4437E-05
202	125930	565387	0.2074E-04	0.1687E-03	0.9435E-03	0.1112E-02	0.4542E-05
202	125930	560387	0.2045E-04	0.1992E-03	0.9092E-03	0.1108E-02	0.4354E-05
202	125930	555387	0.1997E-04	0.2942E-03	0.8763E-03	0.1171E-02	0.4112E-05
202	125785	550605	0.1877E-04	0.5245E-03	0.8566E-03	0.1381E-02	0.3984E-05
202	124610	547037	0.1768E-04	0.6942E-03	0.8217E-03	0.1516E-02	0.3929E-05
130	127747	505477	0.1155E-04	0.1139E-02	0.7815E-03	0.1920E-02	0.3390E-05
78	124944	495137	0.9334E-05	0.9558E-03	0.7372E-03	0.1693E-02	0.3606E-05
108	127543	487185	0.8844E-05	0.1083E-02	0.7243E-03	0.1807E-02	0.3213E-05
20	123876	474537	0.9494E-05	0.1145E-02	0.7533E-03	0.1899E-02	0.3408E-05
148	126247	441689	0.6496E-05	0.8589E-03	0.5500E-03	0.1409E-02	0.3201E-05
181	128161	440488	0.6426E-05	0.6819E-03	0.5384E-03	0.1220E-02	0.3271E-05
182	127600	440368	0.6454E-05	0.8105E-03	0.5426E-03	0.1353E-02	0.3214E-05
99	128119	429678	0.5491E-05	0.8649E-03	0.4953E-03	0.1360E-02	0.3063E-05
100	128621	425725	0.5123E-05	0.1055E-02	0.4886E-03	0.1544E-02	0.3068E-05
100	125541	418173	0.5008E-05	0.6846E-03	0.4644E-03	0.1149E-02	0.2758E-05
100	125399	417701	0.5001E-05	0.7035E-03	0.4667E-03	0.1170E-02	0.2752E-05
90	127223	410700	0.4592E-05	0.6474E-03	0.4428E-03	0.1090E-02	0.2629E-05
192	130887	681959	0.4023E-05	0.5118E-03	0.7439E-03	0.1256E-02	0.6456E-05
192	130260	677887	0.4263E-05	0.5336E-03	0.7334E-03	0.1267E-02	0.6589E-05
192	130260	672887	0.5386E-05	-0.3206E-02	0.7734E-03	-0.2432E-02	0.6976E-05
192	130260	667887	0.6144E-05	-0.3435E-02	0.8281E-03	-0.2607E-02	0.7456E-05
192	130260	662887	0.7021E-05	-0.3669E-02	0.8823E-03	-0.2786E-02	0.7863E-05
192	130260	657887	0.7785E-05	-0.3733E-02	0.9368E-03	-0.2796E-02	0.8401E-05
192	130260	652887	0.8829E-05	-0.3894E-02	0.9924E-03	-0.2902E-02	0.8763E-05
192	130260	647887	0.9861E-05	-0.3950E-02	0.1047E-02	-0.2903E-02	0.9146E-05
192	130255	642896	0.1103E-04	-0.3954E-02	0.1100E-02	-0.2854E-02	0.9403E-05
192	129127	639477	0.1092E-04	-0.3551E-02	0.9329E-03	-0.2618E-02	0.7245E-05
119	131669	600452	0.1957E-04	-0.1663E-02	0.1102E-02	-0.5609E-03	0.7266E-05
119	130480	597576	0.1927E-04	-0.1486E-02	0.1064E-02	-0.4219E-03	0.6914E-05
52	131623	590453	0.1861E-04	0.3164E-03	0.1041E-02	0.1357E-02	0.6062E-05
119	130258	592891	0.1971E-04	-0.1175E-02	0.1030E-02	-0.1454E-03	0.6372E-05
52	130088	588699	0.1651E-04	0.4592E-02	0.1033E-02	0.5625E-02	0.6138E-05
119	129161	589560	0.1863E-04	-0.5019E-03	0.9934E-03	0.4915E-03	0.5640E-05
202	130678	586877	0.2076E-04	-0.9006E-03	0.9890E-03	0.8843E-04	0.5436E-05
202	130260	582887	0.2097E-04	-0.6887E-03	0.9575E-03	0.2688E-03	0.4942E-05
202	130260	577887	0.2088E-04	-0.4180E-03	0.9303E-03	0.5122E-03	0.4787E-05
202	130260	572887	0.2200E-04	-0.2306E-03	0.1038E-02	0.8072E-03	0.4523E-05
202	130260	567887	0.2154E-04	-0.2487E-04	0.1006E-02	0.9812E-03	0.4564E-05
202	130260	562887	0.2134E-04	0.1150E-03	0.9756E-03	0.1091E-02	0.4304E-05
202	130260	557887	0.2174E-04	0.2788E-03	0.9376E-03	0.1216E-02	0.4343E-05
202	130256	552898	0.2072E-04	0.5426E-03	0.9063E-03	0.1449E-02	0.4010E-05
74	132637	548330	0.1982E-04	0.1655E-02	0.9050E-03	0.2560E-02	0.3928E-05
202	129902	550103	0.1920E-04	0.9634E-03	0.8903E-03	0.1854E-02	0.3957E-05
108	131280	516081	0.1285E-04	0.2146E-02	0.8467E-03	0.2993E-02	0.3493E-05
108	131356	513040	0.1324E-04	0.8849E-03	0.8326E-03	0.1718E-02	0.3432E-05
108	131915	508693	0.1201E-04	0.1514E-02	0.8231E-03	0.2337E-02	0.3421E-05
130	130182	506965	0.1188E-04	0.1294E-02	0.8094E-03	0.2104E-02	0.3505E-05
130	131095	504567	0.1201E-04	0.1079E-02	0.8007E-03	0.1880E-02	0.3411E-05
108	132332	497578	0.1050E-04	0.1182E-02	0.7871E-03	0.1969E-02	0.3442E-05
109	132283	496611	0.1039E-04	0.1154E-02	0.7823E-03	0.1936E-02	0.3451E-05
108	131738	490952	0.9924E-05	0.7864E-03	0.7546E-03	0.1541E-02	0.3364E-05
109	132023	494768	0.1024E-04	0.1022E-02	0.7716E-03	0.1794E-02	0.3435E-05
108	130994	488005	0.9484E-05	0.6728E-03	0.7412E-03	0.1414E-02	0.3379E-05
108	131467	484115	0.1072E-04	0.5991E-03	0.8462E-03	0.1445E-02	0.3718E-05
209	132116	476158	0.1040E-04	0.1139E-02	0.7916E-03	0.1931E-02	0.3241E-05
208	131238	471126	0.9508E-05	0.1330E-02	0.7483E-03	0.2079E-02	0.3466E-05
209	131763	471601	0.9560E-05	0.1340E-02	0.7594E-03	0.2100E-02	0.3518E-05
208	131814	467030	0.9508E-05	0.1168E-02	0.7366E-03	0.1905E-02	0.3124E-05
209	131816	469121	0.9535E-05	0.9474E-03	0.7451E-03	0.1692E-02	0.3180E-05
208	131557	463966	0.9076E-05	0.1088E-02	0.7067E-03	0.1795E-02	0.3371E-05
148	128186	443022	0.6669E-05	0.8027E-03	0.5513E-03	0.1354E-02	0.3241E-05
181	128531	441406	0.6507E-05	0.8839E-03	0.5462E-03	0.1430E-02	0.3177E-05
182	128281	438333	0.6243E-05	0.6998E-03	0.5309E-03	0.1231E-02	0.3261E-05
99	132168	431438	0.5850E-05	0.9486E-03	0.5118E-03	0.1460E-02	0.3174E-05
99	130114	429884	0.5969E-05	0.6585E-03	0.5065E-03	0.1165E-02	0.3021E-05
100	129413	425512	0.5230E-05	0.7291E-03	0.4848E-03	0.1214E-02	0.3205E-05
100	130616	424659	0.5472E-05	0.7863E-03	0.4861E-03	0.1272E-02	0.2975E-05
100	130415	419476	0.5168E-05	0.9227E-03	0.4750E-03	0.1398E-02	0.2703E-05
90	129761	411032	0.4813E-05	0.5904E-03	0.4481E-03	0.1038E-02	0.2610E-05
90	130170	410271	0.4844E-05	0.6160E-03	0.4481E-03	0.1064E-02	0.2562E-05
102	132430	407169	0.4722E-05	0.9045E-03	0.4505E-03	0.1355E-02	0.2416E-05
131	130210	391340	0.3743E-05	0.5276E-03	0.4420E-03	0.9696E-03	0.2101E-05
131	129579	389600	0.3661E-05	0.6916E-03	0.4413E-03	0.1133E-02	0.2071E-05
192	135101	684635	0.4110E-05	0.5218E-03	0.8073E-03	0.1329E-02	0.6513E-05
192	134590	680387	0.4238E-05	0.5302E-03	0.7862E-03	0.1316E-02	0.6598E-05
192	134590	675387	0.4710E-05	0.5740E-03	0.7651E-03	0.1339E-02	0.6889E-05
192	134590	670387	0.6060E-05	-0.3639E-02	0.8208E-03	-0.2819E-02	0.7398E-05
192	134590	665387	0.6971E-05	-0.3938E-02	0.8779E-03	-0.3060E-02	0.7841E-05
192	134590	660387	0.7873E-05	-0.4145E-02	0.9356E-03	-0.3210E-02	0.8332E-05
192	134590	655387	0.8822E-05	-0.4270E-02	0.9934E-03	-0.3276E-02	0.8826E-05
192	134590	650387	0.9977E-05	-0.4438E-02	0.1053E-02	-0.3386E-02	0.9209E-05
192	134555	645444	0.1126E-04	-0.4555E-02	0.1109E-02	-0.3446E-02	0.9455E-05
192	133374	642198	0.1186E-04	-0.4272E-02	0.1143E-02	-0.3129E-02	0.9758E-05
119	135987	602952	0.2116E-04	-0.1672E-02	0.1179E-02	-0.4930E-03	0.7616E-05
119	134753	600111	0.2103E-04	-0.1585E-02	0.1140E-02	-0.4455E-03	0.7337E-05
119	134531	595465	0.2143E-04	-0.1260E-02	0.1113E-02	-0.1475E-03	0.6960E-05
202	136045	593466	0.2248E-04	-0.1047E-02	0.1112E-02	0.6485E-04	0.6700E-05
51	133228	590257	0.1708E-04	0.7038E-02	0.1085E-02	0.8124E-02	0.6680E-05
52	133661	590285	0.1710E-04	0.7058E-02	0.1092E-02	0.8150E-02	0.6881E-05
119	133335	591997	0.2033E-04	-0.4992E-03	0.1058E-02	0.5586E-03	0.6300E-05
202	135189	590075	0.1994E-04	0.1662E-02	0.1092E-02	0.2754E-02	0.6369E-05
202	134590	585387	0.2298E-04	-0.8102E-03	0.1022E-02	0.2121E-03	0.5156E-05
202	134590	580387	0.2283E-04	-0.5638E-03	0.9943E-03	0.4305E-03	0.5039E-05
202	134590	575387	0.2287E-04	-0.3370E-03	0.9637E-03	0.6267E-03	0.4656E-05
202	134590	570387	0.2369E-04	-0.1358E-03	0.1057E-02	0.9212E-03	0.4818E-05
202	134590	565387	0.2351E-04	0.5321E-04	0.1024E-02	0.1077E-02	0.4505E-05
202	134590	560387	0.2394E-04	0.2403E-03	0.9722E-03	0.1213E-02	0.4556E-05
74	136033	553190	0.2283E-04	0.7065E-03	0.9472E-03	0.1654E-02	0.4176E-05
202	134564	555425	0.2321E-04	0.3855E-03	0.9469E-03	0.1332E-02	0.4315E-05
74	134909	550051	0.2219E-04	0.5332E-03	0.9175E-03	0.1451E-02	0.4179E-05
202	133300	551784	0.2145E-04	0.7413E-03	0.9277E-03	0.1669E-02	0.4026E-05
74	135267	545729	0.2169E-04	0.6838E-03	0.8877E-03	0.1571E-02	0.3867E-05
74	136401	541198	0.2021E-04	0.1077E-02	0.8566E-03	0.1933E-02	0.4205E-05
74	136597	535149	0.1858E-04	0.1420E-02	0.8864E-03	0.2307E-02	0.3852E-05
74	136960	530896	0.1696E-04	0.3714E-02	0.9156E-03	0.4630E-02	0.4184E-05
108	134567	514838	0.1403E-04	0.8580E-03	0.8598E-03	0.1718E-02	0.3656E-05
108	134590	510387	0.1326E-04	0.7968E-03	0.8454E-03	0.1642E-02	0.3700E-05
108	134862	505538	0.1231E-04	0.8051E-03	0.8265E-03	0.1632E-02	0.3776E-05
130	132485	504785	0.1199E-04	0.1095E-02	0.8132E-03	0.1909E-02	0.3561E-05
108	135137	500122	0.1167E-04	0.7321E-03	0.8088E-03	0.1541E-02	0.3606E-05
108	135390	495274	0.1083E-04	0.8697E-03	0.7927E-03	0.1662E-02	0.3540E-05
109	133604	495685	0.1085E-04	0.7537E-03	0.7802E-03	0.1534E-02	0.3444E-05
108	134633	490327	0.1022E-04	0.6603E-03	0.7660E-03	0.1426E-02	0.3518E-05
108	134549	485782	0.1131E-04	0.6150E-03	0.8687E-03	0.1484E-02	0.3806E-05
109	135051	483704	0.1081E-04	0.7522E-03	0.8539E-03	0.1606E-02	0.3741E-05
109	135969	482738	0.1140E-04	0.1192E-02	0.8453E-03	0.2037E-02	0.3752E-05
114	135690	479166	0.1066E-04	0.1652E-02	0.8224E-03	0.2474E-02	0.3700E-05
114	135962	477120	0.1115E-04	0.1302E-02	0.8090E-03	0.2111E-02	0.3386E-05
208	136040	474958	0.1069E-04	0.1536E-02	0.7988E-03	0.2335E-02	0.3436E-05
209	134192	475358	0.1026E-04	0.1910E-02	0.7889E-03	0.2699E-02	0.3299E-05
208	135603	472499	0.9862E-05	0.1732E-02	0.7782E-03	0.2510E-02	0.3611E-05
209	134353	470566	0.9683E-05	0.1502E-02	0.7551E-03	0.2257E-02	0.3488E-05
208	133777	465204	0.9191E-05	0.1535E-02	0.7186E-03	0.2254E-02	0.3276E-05
209	135411	465503	0.9835E-05	0.9508E-03	0.7274E-03	0.1678E-02	0.3175E-05
208	134828	462497	0.8969E-05	0.1504E-02	0.7011E-03	0.2205E-02	0.3324E-05
209	134630	462370	0.8973E-05	0.1505E-02	0.7027E-03	0.2208E-02	0.3330E-05
99	136346	434545	0.6429E-05	0.8455E-03	0.5257E-03	0.1371E-02	0.3209E-05
99	133803	431091	0.5876E-05	0.9915E-03	0.5156E-03	0.1507E-02	0.3163E-05
100	132660	425165	0.5667E-05	0.6228E-03	0.4915E-03	0.1114E-02	0.3053E-05
102	135089	408741	0.4644E-05	0.1042E-02	0.4530E-03	0.1495E-02	0.2479E-05
102	134715	406259	0.4567E-05	0.1184E-02	0.4528E-03	0.1637E-02	0.2385E-05
81	135315	387917	0.3667E-05	0.6685E-03	0.4464E-03	0.1115E-02	0.2041E-05
81	135181	386275	0.3968E-05	0.6568E-03	0.4337E-03	0.1090E-02	0.2139E-05
192	139319	687311	0.4062E-05	0.5140E-03	0.8502E-03	0.1364E-02	0.6434E-05
192	138920	682887	0.4411E-05	0.5494E-03	0.8319E-03	0.1381E-02	0.6753E-05
192	138920	677887	0.4825E-05	0.5881E-03	0.8360E-03	0.1424E-02	0.7003E-05
192	138920	672887	0.5984E-05	-0.3335E-02	0.8118E-03	-0.2523E-02	0.7303E-05
192	138920	667887	0.6892E-05	-0.3593E-02	0.8718E-03	-0.2721E-02	0.7805E-05
192	138920	662887	0.7933E-05	-0.3851E-02	0.9330E-03	-0.2918E-02	0.8258E-05
192	138920	657887	0.8923E-05	-0.3969E-02	0.9948E-03	-0.2974E-02	0.8812E-05
192	138920	652887	0.1002E-04	-0.4086E-02	0.1057E-02	-0.3028E-02	0.9111E-05
192	138829	648025	0.1127E-04	-0.4147E-02	0.1137E-02	-0.3009E-02	0.9631E-05
192	137628	644926	0.1189E-04	-0.3894E-02	0.1153E-02	-0.2741E-02	0.9508E-05
119	139087	602560	0.2290E-04	-0.1500E-02	0.1215E-02	-0.2858E-03	0.7749E-05
50	141046	597808	0.1978E-04	0.4154E-02	0.1239E-02	0.5393E-02	0.7161E-05
119	138489	598247	0.2324E-04	-0.1401E-02	0.1178E-02	-0.2221E-03	0.7326E-05
202	139818	596255	0.2333E-04	-0.6891E-03	0.1190E-02	0.5011E-03	0.7261E-05
119	137472	595133	0.2305E-04	-0.1193E-02	0.1147E-02	-0.4561E-04	0.6911E-05
202	138931	592870	0.2450E-04	-0.1016E-02	0.1137E-02	0.1211E-03	0.6462E-05
202	138920	587887	0.2511E-04	-0.8233E-03	0.1101E-02	0.2779E-03	0.5686E-05
202	138920	582887	0.2536E-04	-0.5963E-03	0.1068E-02	0.4714E-03	0.5149E-05
202	138920	577887	0.2495E-04	-0.3399E-03	0.1025E-02	0.6854E-03	0.5218E-05
202	138920	572887	0.2642E-04	-0.1273E-03	0.1131E-02	0.1003E-02	0.4734E-05
202	138920	567887	0.2560E-04	0.1100E-03	0.1088E-02	0.1198E-02	0.4890E-05
202	138920	562887	0.2657E-04	0.2901E-03	0.1030E-02	0.1320E-02	0.4556E-05
74	140286	556432	0.2539E-04	0.6537E-03	0.9935E-03	0.1647E-02	0.4489E-05
202	138658	558166	0.2521E-04	0.4196E-03	0.9885E-03	0.1408E-02	0.4669E-05
74	138971	552818	0.2488E-04	0.5438E-03	0.9581E-03	0.1502E-02	0.4019E-05
202	137478	554937	0.2353E-04	0.8195E-03	0.9674E-03	0.1787E-02	0.4255E-05
74	138920	547887	0.2349E-04	0.6474E-03	0.9183E-03	0.1566E-02	0.4176E-05
74	138920	542887	0.2223E-04	0.7880E-03	0.8861E-03	0.1674E-02	0.4166E-05
74	138952	537886	0.2075E-04	0.8979E-03	0.9190E-03	0.1817E-02	0.3951E-05
74	138955	532903	0.1910E-04	0.9837E-03	0.9329E-03	0.1917E-02	0.3881E-05
74	139375	529203	0.1844E-04	0.1056E-02	0.9514E-03	0.2007E-02	0.3726E-05
108	140240	515755	0.1487E-04	0.1203E-02	0.9455E-03	0.2149E-02	0.4003E-05
108	138947	512788	0.1462E-04	0.8168E-03	0.9266E-03	0.1743E-02	0.3785E-05
108	138920	507887	0.1362E-04	0.7301E-03	0.8582E-03	0.1588E-02	0.3841E-05
108	138920	502887	0.1269E-04	0.7096E-03	0.8431E-03	0.1553E-02	0.3815E-05
108	138975	497917	0.1198E-04	0.7118E-03	0.8192E-03	0.1531E-02	0.3591E-05
108	138914	492898	0.1131E-04	0.6792E-03	0.7960E-03	0.1475E-02	0.3469E-05
108	137630	488697	0.1181E-04	0.1089E-02	0.8987E-03	0.1988E-02	0.3953E-05
54	140331	480398	0.1107E-04	0.6314E-03	0.8519E-03	0.1483E-02	0.3692E-05
108	137433	483556	0.1112E-04	0.9781E-03	0.8578E-03	0.1836E-02	0.3732E-05
109	136774	482758	0.1107E-04	0.2243E-02	0.8440E-03	0.3087E-02	0.3744E-05
54	140400	479605	0.1118E-04	0.1265E-02	0.8412E-03	0.2106E-02	0.3616E-05
113	138183	476898	0.1084E-04	0.2130E-02	0.8166E-03	0.2947E-02	0.3689E-05
114	137266	477906	0.1059E-04	0.2167E-02	0.8190E-03	0.2986E-02	0.3580E-05
208	136819	467963	0.9933E-05	0.1184E-02	0.7418E-03	0.1926E-02	0.3377E-05
209	137194	466456	0.1022E-04	0.8634E-03	0.7354E-03	0.1599E-02	0.3138E-05
208	136239	462839	0.9506E-05	0.1226E-02	0.7065E-03	0.1932E-02	0.3278E-05
209	137188	464254	0.1007E-04	0.9281E-03	0.7257E-03	0.1654E-02	0.3059E-05
99	137777	436847	0.6713E-05	0.8829E-03	0.5353E-03	0.1418E-02	0.3226E-05
99	136660	432666	0.6200E-05	0.1077E-02	0.5285E-03	0.1605E-02	0.3151E-05
160	140490	410654	0.5437E-05	0.6612E-03	0.4661E-03	0.1127E-02	0.2443E-05
102	138704	407161	0.4948E-05	0.8759E-03	0.4519E-03	0.1328E-02	0.2347E-05
102	138701	403836	0.4774E-05	0.6651E-03	0.4472E-03	0.1112E-02	0.2390E-05
79	139611	396442	0.4007E-05	0.9031E-03	0.4917E-03	0.1395E-02	0.2366E-05
79	138519	395379	0.4079E-05	0.7979E-03	0.4895E-03	0.1287E-02	0.2341E-05
81	140503	390674	0.4400E-05	0.4250E-03	0.4680E-03	0.8930E-03	0.2289E-05
81	140732	388367	0.4201E-05	0.4659E-03	0.4573E-03	0.9232E-03	0.2278E-05
81	139610	382224	0.3671E-05	0.8402E-03	0.4334E-03	0.1274E-02	0.2164E-05
81	138092	378968	0.3848E-05	0.5215E-03	0.4238E-03	0.9453E-03	0.2081E-05
192	143224	689923	0.4061E-05	0.5173E-03	0.9080E-03	0.1425E-02	0.6484E-05
192	142948	685391	0.4461E-05	0.5572E-03	0.8962E-03	0.1453E-02	0.6822E-05
192	142920	680392	0.4958E-05	0.6042E-03	0.8819E-03	0.1486E-02	0.7163E-05
192	142891	675393	0.5479E-05	0.6505E-03	0.8861E-03	0.1537E-02	0.7386E-05
192	142861	670394	0.6747E-05	-0.3553E-02	0.8606E-03	-0.2692E-02	0.7717E-05
192	142831	665394	0.7782E-05	-0.3813E-02	0.9243E-03	-0.2889E-02	0.8229E-05
