name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.
                                     NH3         NHx         NHx         NHx         NH4
                   m       m  ug/m3        mol/ha/y    mol/ha/y    mol/ha/y        ug/m3
166           184048  370784  0.1028E-01  0.1077E+01  0.1051E+01  0.2128E+01  0.1414E-02
166           183769  370837  0.1057E-01  0.8944E+00  0.1055E+01  0.1950E+01  0.1411E-02
166           184141  370837  0.1027E-01  0.1077E+01  0.1052E+01  0.2128E+01  0.1414E-02
166           184327  370837  0.1023E-01  0.1074E+01  0.1050E+01  0.2124E+01  0.1414E-02
166           184513  370837  0.1021E-01  0.1073E+01  0.1049E+01  0.2122E+01  0.1414E-02
166           183676  370891  0.1059E-01  0.8959E+00  0.1057E+01  0.1953E+01  0.1412E-02
166           184048  370891  0.1029E-01  0.1078E+01  0.1053E+01  0.2131E+01  0.1415E-02
166           184234  370891  0.1025E-01  0.1076E+01  0.1052E+01  0.2127E+01  0.1415E-02
167           184234  370891  0.1025E-01  0.1076E+01  0.1052E+01  0.2127E+01  0.1415E-02
166           184420  370891  0.1021E-01  0.1073E+01  0.1050E+01  0.2124E+01  0.1415E-02
166           184606  370891  0.1019E-01  0.1072E+01  0.1049E+01  0.2121E+01  0.1414E-02
166           184792  370891  0.1018E-01  0.1071E+01  0.1048E+01  0.2119E+01  0.1414E-02
493           184978  370891  0.1016E-01  0.1070E+01  0.1047E+01  0.2117E+01  0.1415E-02
166           183769  370945  0.1057E-01  0.8947E+00  0.1057E+01  0.1952E+01  0.1412E-02
535           183955  370945  0.1054E-01  0.8922E+00  0.1056E+01  0.1948E+01  0.1412E-02
166           184141  370945  0.1027E-01  0.1077E+01  0.1054E+01  0.2130E+01  0.1415E-02
167           184141  370945  0.1027E-01  0.1077E+01  0.1054E+01  0.2130E+01  0.1415E-02
166           184327  370945  0.1023E-01  0.1074E+01  0.1052E+01  0.2126E+01  0.1415E-02
