name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.
                                     NH3         NHx         NHx         NHx         NH4
                   m       m  ug/m3        mol/ha/y    mol/ha/y    mol/ha/y        ug/m3
166           184048  370784  0.7136E-01  0.7620E+01  0.7237E+01  0.1486E+02  0.1006E-01
166           183769  370837  0.7306E-01  0.6308E+01  0.7254E+01  0.1356E+02  0.1002E-01
166           184141  370837  0.7132E-01  0.7618E+01  0.7244E+01  0.1486E+02  0.1006E-01
166           184327  370837  0.7116E-01  0.7613E+01  0.7242E+01  0.1486E+02  0.1007E-01
166           184513  370837  0.7115E-01  0.7616E+01  0.7240E+01  0.1486E+02  0.1008E-01
166           183676  370891  0.7310E-01  0.6310E+01  0.7259E+01  0.1357E+02  0.1002E-01
166           184048  370891  0.7133E-01  0.7614E+01  0.7248E+01  0.1486E+02  0.1006E-01
166           184234  370891  0.7122E-01  0.7613E+01  0.7247E+01  0.1486E+02  0.1007E-01
167           184234  370891  0.7122E-01  0.7613E+01  0.7247E+01  0.1486E+02  0.1007E-01
166           184420  370891  0.7109E-01  0.7610E+01  0.7245E+01  0.1485E+02  0.1007E-01
166           184606  370891  0.7109E-01  0.7612E+01  0.7242E+01  0.1485E+02  0.1008E-01
166           184792  370891  0.7110E-01  0.7615E+01  0.7242E+01  0.1486E+02  0.1009E-01
493           184978  370891  0.7112E-01  0.7622E+01  0.7243E+01  0.1486E+02  0.1010E-01
166           183769  370945  0.7300E-01  0.6303E+01  0.7263E+01  0.1357E+02  0.1002E-01
535           183955  370945  0.7287E-01  0.6296E+01  0.7264E+01  0.1356E+02  0.1003E-01
166           184141  370945  0.7123E-01  0.7605E+01  0.7252E+01  0.1486E+02  0.1007E-01
167           184141  370945  0.7123E-01  0.7605E+01  0.7252E+01  0.1486E+02  0.1007E-01
166           184327  370945  0.7109E-01  0.7604E+01  0.7248E+01  0.1485E+02  0.1007E-01
166           184513  370945  0.7103E-01  0.7602E+01  0.7245E+01  0.1485E+02  0.1008E-01
166           184699  370945  0.7105E-01  0.7608E+01  0.7246E+01  0.1485E+02  0.1009E-01
493           184885  370945  0.7106E-01  0.7612E+01  0.7247E+01  0.1486E+02  0.1009E-01
