name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.       conc.
                                     NOx         NOy         NOy         NOy    NO3+HNO3         NO3
                   m       m  ug/m3 NO2    mol/ha/y    mol/ha/y    mol/ha/y        ug/m3       ug/m3
191            13347  675387  0.1234E-02  0.1647E-01  0.1090E-01  0.2737E-01  0.4165E-03  0.8331E-04
191            13347  670387  0.1283E-02  0.1450E-01  0.1109E-01  0.2559E-01  0.4294E-03  0.8588E-04
191            13347  665387  0.1325E-02  0.1496E-01  0.1125E-01  0.2621E-01  0.4408E-03  0.8816E-04
191            13347  660387  0.1366E-02  0.1540E-01  0.1140E-01  0.2679E-01  0.4522E-03  0.9044E-04
191            13357  655652  0.1406E-02  0.1583E-01  0.1151E-01  0.2734E-01  0.4636E-03  0.9272E-04
162            14230  404300  0.4426E-02  0.3634E-01  0.1518E-01  0.5152E-01  0.9293E-03  0.5128E-03
162            13347  400387  0.4470E-02  0.3618E-01  0.1505E-01  0.5123E-01  0.9275E-03  0.5274E-03
159            13114  394093  0.4657E-02  0.3640E-01  0.1501E-01  0.5141E-01  0.9352E-03  0.5617E-03
162            13505  396267  0.4618E-02  0.3646E-01  0.1508E-01  0.5154E-01  0.9338E-03  0.5504E-03
159            13347  390387  0.4870E-02  0.3712E-01  0.1545E-01  0.5256E-01  0.9624E-03  0.5950E-03
159            13347  385387  0.5161E-02  0.3803E-01  0.1583E-01  0.5385E-01  0.9861E-03  0.6310E-03
159            13650  381070  0.5421E-02  0.3882E-01  0.1637E-01  0.5518E-01  0.1011E-02  0.6690E-03
169            15206  379836  0.5998E-02  0.4108E-01  0.1680E-01  0.5788E-01  0.1039E-02  0.7007E-03
188            14704  378110  0.5909E-02  0.4174E-01  0.1691E-01  0.5865E-01  0.1037E-02  0.7132E-03
169            14115  377876  0.5726E-02  0.5579E-01  0.1675E-01  0.7254E-01  0.1039E-02  0.7209E-03
187            14841  375339  0.5620E-02  0.7203E-01  0.1719E-01  0.8922E-01  0.1065E-02  0.7491E-03
188            14673  377099  0.5908E-02  0.5680E-01  0.1710E-01  0.7390E-01  0.1050E-02  0.7285E-03
190            19588  832293  0.5718E-03  0.7024E-02  0.8941E-02  0.1597E-01  0.2026E-03  0.4053E-04
190            18902  827592  0.5827E-03  0.7198E-02  0.8982E-02  0.1618E-01  0.2076E-03  0.4152E-04
190            18231  822719  0.5920E-03  0.7308E-02  0.9033E-02  0.1634E-01  0.2102E-03  0.4204E-04
190            17726  817881  0.6037E-03  0.7495E-02  0.9069E-02  0.1656E-01  0.2156E-03  0.4311E-04
190            17677  812887  0.6175E-03  0.7703E-02  0.9125E-02  0.1683E-01  0.2214E-03  0.4427E-04
190            17677  807887  0.6289E-03  0.7835E-02  0.9192E-02  0.1703E-01  0.2245E-03  0.4490E-04
190            17677  802887  0.6699E-03  0.7753E-02  0.9842E-02  0.1759E-01  0.2080E-03  0.4159E-04
190            17677  797887  0.6941E-03  0.8240E-02  0.1077E-01  0.1901E-01  0.2205E-03  0.4410E-04
190            17677  792887  0.7082E-03  0.8450E-02  0.1079E-01  0.1924E-01  0.2259E-03  0.4519E-04
190            17677  787887  0.7235E-03  0.8659E-02  0.1078E-01  0.1944E-01  0.2315E-03  0.4631E-04
190            17677  782887  0.7389E-03  0.8808E-02  0.1089E-01  0.1970E-01  0.2347E-03  0.4694E-04
190            17677  777887  0.7530E-03  0.8999E-02  0.1084E-01  0.1984E-01  0.2397E-03  0.4794E-04
190            17677  772887  0.7702E-03  0.9240E-02  0.1085E-01  0.2009E-01  0.2459E-03  0.4917E-04
190            17677  767887  0.7787E-03  0.8941E-02  0.1043E-01  0.1937E-01  0.2377E-03  0.4753E-04
190            17677  762887  0.7945E-03  0.9155E-02  0.1038E-01  0.1953E-01  0.2428E-03  0.4856E-04
