x	y	tot_dep-mol~ha~y
60978	817887	14.842
60978	822887	14.771
60978	827887	14.689
60978	832887	14.624
61068	436730	23.157
61180	445253	23.439
61367	413229	22.776
61378	393467	22.104
61907	378441	21.21
61944	429192	22.931
61952	406509	28.981
62282	426981	32.79
62345	425093	29.555
62495	434882	41.99
62544	433641	41.026
62558	445203	23.22
62989	437818	23.494
63002	435322	40.699
63109	388494	21.59
63304	436731	37.295
63357	430138	24.72
64270	801364	15.181
64290	430333	35.423
64332	436276	42.336
64416	428368	25.124
64547	429921	34.67
64731	834660	14.693
64784	413875	22.343
64953	379422	20.987
65024	393910	23.269
65240	404958	22.025
65308	805387	15.143
65308	810387	15.063
65308	815387	14.99
65308	820387	14.907
65308	825387	14.826
65308	830387	14.757
65311	390386	21.513
65331	411491	22.472
65394	425966	22.457
65581	438099	24.873
65714	427764	25.452
65777	376104	20.698
65993	386153	21.238
66808	402366	27.102
66809	409312	22.033
67625	445239	29.533
67990	804469	15.227
68496	412215	21.86
68747	410432	25.388
68789	831823	14.825
69013	392088	21.201
69184	408269	22.094
69306	808172	15.194
69323	426061	27.463
69366	447428	27.698
69395	384360	20.816
69404	402725	21.756
69638	387887	20.991
69638	812887	15.133
69638	817887	15.063
69638	822887	14.983
69638	827887	14.907
69658	373572	20.641
69692	377614	20.438
70003	423619	21.821
70368	444060	29.977
70582	410897	21.574
71270	408726	23.65
71272	391732	23.691
72002	406232	22.953
72193	372745	28.003
72270	443570	32.554
72655	389263	20.758
72752	829018	14.98
72833	385642	20.618
73023	372530	28.252
73115	811221	15.248
73122	379046	23.216
73191	375793	20.499
73352	451576	33.297
73374	409303	23.726
73513	373437	27.808
73546	423866	21.482
73901	390787	20.957
73959	825372	15.086
73968	815387	15.225
73968	820387	15.162
74192	406120	21.05
74370	387115	21.171
74386	453366	29.276
74505	421002	21.362
75232	388714	20.484
75648	385863	23.724
76009	454863	36.246
76633	422270	25.227
76751	814219	15.318
76870	454736	36.104
76892	826003	15.24
77316	386850	20.182
77317	456124	33.258
77450	405080	28.022
77564	423488	27.741
77572	384642	25.324
77889	604879	18.623
78102	818059	15.331
78135	822696	15.283
78263	407073	21.031
78364	417802	24.921
78848	607888	18.54
78888	612877	18.415
78925	617877	18.309
78962	622877	18.214
78998	627877	18.118
79035	632877	18.034
79072	637876	17.948
79109	642876	17.862
79321	415037	20.739
79422	646729	17.796
79823	385182	28.902
80174	459217	31.247
80224	386935	31.843
81416	607184	18.517
81430	820584	15.587
81712	418342	24.107
81956	389204	35.149
82009	407225	20.267
82069	380169	30.557
82596	610440	18.431
82606	460578	37.742
82629	415451	20.885
82629	615387	18.316
82629	620387	18.227
82629	625387	18.138
82629	630387	18.053
82629	635387	17.971
82629	640387	17.893
82629	645387	17.817
82824	386021	37.491
82936	412969	27.204
83035	380362	29.089
83368	649297	17.757
83539	375887	31.437
83621	409942	23.975
83756	429761	26.675
84065	380454	30.815
84284	464199	30.535
84771	376904	35.286
85086	381485	31.756
85096	387263	33.771
85119	382501	26.929
85172	374573	32.138
85297	409278	21.297
85515	411854	20.079
85651	463642	31.41
85671	609912	18.404
85722	414179	20.142
85749	416067	23.261
86249	377843	34.488
86826	466610	28.431
86872	613020	18.322
86959	617887	18.227
86959	622887	18.142
86959	627887	18.065
86959	632887	17.986
86959	637887	17.913
86959	642887	17.845
86959	647887	17.779
87227	375381	28.248
87241	428475	27.358
87576	651972	17.722
87989	470022	21.639
88001	413658	19.878
88422	375411	30.856
88620	471247	24.339
89026	471234	29.694
89926	612641	18.299
90514	428198	28.006
90925	413629	19.589
91120	615628	18.227
91248	427474	26.033
91289	620387	18.149
91289	625387	18.068
91289	630387	18.003
91289	635387	17.934
91289	640387	17.869
91289	645387	17.811
91289	650387	17.753
91542	414394	23.467
91600	476170	28.954
91791	654648	17.702
91893	411815	22.058
93125	479472	28.328
93408	420452	25.804
94181	615369	18.201
94947	479328	30.193
95085	421220	23.446
95279	427268	26.107
95354	618263	18.141
95419	412093	21.384
95619	622887	18.079
95619	627887	18.016
95619	632887	17.954
95619	637887	17.897
95619	642887	17.838
95619	647887	17.791
95619	652887	17.734
95624	418795	23.342
95963	413478	27.141
96009	657325	17.695
96057	482684	27.466
96680	486288	27.382
96950	413441	28.003
97304	519001	19.176
97429	458809	24.078
98163	458872	23.606
98281	481759	29.814
98345	522746	19.074
98362	492736	25.194
98459	532892	18.988
99106	414063	25.448
99225	485249	37.351
99413	412418	19.273
99591	620913	18.074
99843	490439	29.42
99949	625387	18.019
99949	630387	17.968
99949	635387	17.921
99949	640387	17.87
99949	645387	17.817
99949	650387	17.772
99949	655387	17.787
99995	520553	19.018
100229	660001	17.744
100356	535342	18.875
100400	494650	29.686
100439	530468	18.894
100457	525309	18.937
100615	413726	18.689
100682	540289	18.841
100955	545306	18.784
101169	550305	18.738
101225	501542	29.495
101388	662904	17.724
101466	555040	18.693
101554	487860	32.356
101918	504914	24.039
102152	559866	18.605
102503	414087	18.613
102522	493475	36.044
102557	510269	23.375
102818	519199	18.879
102907	496015	33.523
103025	523031	18.847
103196	503706	36.784
103379	528040	18.726
103734	507851	32.237
103828	623564	18.025
103904	512288	28.603
104026	532994	18.66
104151	432664	21.202
104279	537887	18.66
104279	542887	18.649
104279	547887	18.632
104279	552887	18.609
104279	557887	18.558
104279	627887	17.982
104279	632887	17.933
104279	637887	17.897
104279	642887	17.856
104279	647887	17.873
104279	652887	17.826
104279	657887	17.781
104444	662657	17.741
104539	414741	18.561
104589	562803	18.502
104606	517913	28.049
105028	520910	32.569
105181	567613	18.449
105194	526002	28.639
105243	416985	28.779
105371	523189	31.447
105638	665679	17.723
105704	528398	22.835
106072	571964	18.4
106529	532697	27.068
106571	529678	22.454
106702	535992	18.558
106772	532166	27.061
107051	524382	35.681
107072	534120	27.886
107102	520779	35.674
107386	540689	18.502
107596	522280	38.804
107909	545474	18.499
108051	560434	18.407
108062	626215	17.989
108104	536292	28.782
108126	550463	18.471
108207	555358	18.463
108317	538176	28.033
108509	565418	18.366
108514	416137	21.187
108609	570387	18.339
108609	630387	17.951
108609	635387	17.914
108609	640387	17.929
108609	645387	17.902
108609	650387	17.866
108609	655387	17.817
108609	660387	17.782
108681	665278	17.725
109144	575055	18.319
109153	540823	24.634
109697	545207	21.799
109888	668455	17.713
109990	419247	23.945
110072	562904	32.246
110090	547896	25.245
110109	552879	21.926
110137	557508	24.616
110250	552295	21.927
110267	550144	29.463
110305	560246	24.291
110385	579206	18.275
110529	555403	18.437
110723	424542	27.048
110860	564684	22.222
111028	563305	38.449
111052	551551	29.355
111403	450514	19.361
111591	557873	23.824
111723	568621	18.297
111914	563776	38.395
111978	451377	18.564
112294	628865	17.966
112410	433259	21.159
112664	459381	21.117
112822	554121	18.19
112863	566350	31.113
112871	422822	19.789
112871	572945	18.216
112901	417979	22.314
112940	577887	18.214
112940	632887	17.992
112940	637887	17.957
112940	642887	17.925
112940	647887	17.896
112940	652887	17.86
112940	657887	17.825
112940	662887	17.759
112957	667858	17.716
113112	448685	21.99
113128	568037	30.876
113284	556653	19.326
113476	414582	21.541
113620	497619	25.574
113701	495024	23.058
113701	582284	18.204
113729	500507	25.158
114138	671230	17.7
114198	461869	22.339
114308	425422	23.802
114655	396429	28.599
114748	571340	21.288
114768	495255	23.051
114844	503519	24.774
115062	508513	22.057
115064	499615	25.111
115182	502975	21.483
115248	396070	25.023
115731	548007	22.42
115788	571234	24.912
115803	460949	22.313
116126	567889	22.923
116246	461884	22.092
116372	510059	22.614
116441	576072	18.18
116521	631516	18.012
116542	566661	22.654
116947	580478	18.14
116978	504638	21.775
117046	499005	22.124
117094	415650	25.236
117158	424527	22.254
117226	418907	25.41
117235	503616	21.643
117270	555387	18.146
117270	635387	17.985
117270	640387	17.96
117270	645387	17.931
117270	650387	17.893
117270	655387	17.859
117270	660387	17.8
117270	665387	17.754
117270	670387	17.721
117375	585294	18.128
117398	550364	18.156
117466	463654	20.315
117588	501664	23.843
117738	574576	22.729
117926	559377	18.058
118160	546790	18.103
118316	673937	19.148
118655	589137	18.106
118689	498015	24.942
118713	497414	23.13
118794	418720	22.958
118826	509826	21.611
118968	573222	24.487
118969	496129	21.979
118989	416431	23.956
119025	577681	21.113
119064	579881	18.114
119223	463536	22.987
119450	577379	21.116
119516	576940	25.842
119622	509230	22.551
119636	422789	22.382
119684	563622	22.125
119734	502720	21.953
120141	425528	21.6
120165	418273	24.494
120402	511535	21.603
120532	564228	21.474
120533	497664	22.762
120625	503139	21.92
120739	634166	18.012
121073	421827	23.027
121117	583670	18.112
121129	545098	18.053
121315	496480	22.461
121598	547890	18.046
121600	552887	18.057
121600	557887	18.047
121600	587887	18.063
121600	637887	18.003
121600	642887	17.975
121600	647887	17.939
121600	652887	17.892
121600	657887	17.835
121600	662887	17.793
121600	667887	17.74
121600	672887	17.74
121646	494847	23.287
121727	568153	22.203
121757	578007	18.022
121907	497604	22.807
121984	562680	17.96
122297	581756	18.027
122352	592041	18.057
122484	676609	19.229
122488	439780	20.751
122850	573285	19.132
123043	440390	20.564
123072	567833	17.887
123384	494472	23.831
123385	473738	21.754
123876	474537	23.342
124610	547037	17.934
124780	586281	18.03
124941	636817	18.038
124944	495137	21.284
125399	417701	22.658
125541	418173	22.117
125785	550605	17.953
125930	555387	17.98
125930	560387	17.979
125930	565387	17.956
125930	570387	17.936
125930	575387	17.956
125930	580387	17.971
125930	590387	18.014
125930	640387	18.023
125930	645387	17.977
125930	650387	17.933
125930	655387	17.889
125930	660387	17.85
125930	665387	17.792
125930	670387	17.778
125930	675387	19.302
126247	441689	20.764
126341	594874	18.007
126347	586074	24.546
126630	584440	20.111
126679	679283	19.321
127223	410700	22.006
127543	487185	20.713
127600	440368	21.639
127747	505477	21.685
128119	429678	22.743
128161	440488	22.598
128186	443022	20.478
128281	438333	21.783
128531	441406	24.504
128621	425725	21.437
129127	639477	18.049
129161	589560	20.819
129413	425512	19.836
129579	389600	24.441
129761	411032	21.017
129902	550103	17.754
130088	588699	29.747
130114	429884	21.73
130170	410271	21.097
130182	506965	22.01
130210	391340	21.419
130255	642896	18.023
130256	552898	17.892
130258	592891	17.96
130260	557887	17.943
130260	562887	17.939
130260	567887	17.947
130260	572887	17.947
130260	577887	17.947
130260	582887	17.95
130260	647887	17.987
130260	652887	17.945
130260	657887	17.89
130260	662887	17.846
130260	667887	17.812
130260	672887	17.791
130260	677887	19.394
130415	419476	24.918
130480	597576	17.976
130616	424659	20.627
130678	586877	17.947
130887	681959	19.407
130994	488005	17.825
131095	504567	21.446
131238	471126	22.207
131280	516081	21.091
131356	513040	17.746
131467	484115	17.642
131557	463966	22.227
131623	590453	22.033
131669	600452	18.012
131738	490952	18.225
131763	471601	22.179
131814	467030	20.126
131816	469121	19.15
131915	508693	20.114
132023	494768	19.7
132116	476158	20.478
132168	431438	22.404
132283	496611	19.776
132332	497578	19.838
132430	407169	24.423
132485	504785	21.569
132637	548330	22.373
132660	425165	19.337
133228	590257	34.724
133300	551784	18.399
133335	591997	20.04
133374	642198	18.039
133604	495685	17.612
133661	590285	34.726
133777	465204	21.811
133803	431091	24.151
134192	475358	23.866
134353	470566	24
134531	595465	17.966
134549	485782	17.549
134555	645444	18.026
134564	555425	17.886
134567	514838	17.736
134590	510387	17.738
134590	560387	17.897
134590	565387	17.9
134590	570387	17.914
134590	575387	17.923
134590	580387	17.931
134590	585387	17.931
134590	650387	17.992
134590	655387	17.938
134590	660387	17.894
134590	665387	17.853
134590	670387	17.844
134590	675387	19.466
134590	680387	19.497
134630	462370	23.012
134633	490327	17.61
134715	406259	28.359
134753	600111	17.99
134828	462497	23.002
134862	505538	17.643
134909	550051	17.898
135051	483704	18.01
135089	408741	27.482
135101	684635	19.528
135137	500122	17.647
135181	386275	22.817
135189	590075	24.671
135267	545729	17.875
135315	387917	23.724
135390	495274	18.388
135411	465503	21.225
135603	472499	24.203
135690	479166	23.585
135962	477120	23.437
135969	482738	21.816
135987	602952	17.994
136033	553190	18.356
136040	474958	23.748
136045	593466	17.941
136239	462839	22.96
136346	434545	22.315
136401	541198	18.437
136597	535149	19.224
136660	432666	24.27
136774	482758	23.561
136819	467963	22.541
136960	530896	24.658
137188	464254	20.57
137194	466456	20.984
137266	477906	25.671
137433	483556	19.113
137472	595133	17.947
137478	554937	18.458
137628	644926	18.034
137630	488697	19.94
137777	436847	21.54
138092	378968	20.241
138183	476898	27.386
138489	598247	17.954
138519	395379	23.877
138658	558166	17.848
138701	403836	21.894
138704	407161	23.598
138829	648025	18.023
138914	492898	17.511
138920	502887	17.617
138920	507887	17.647
138920	542887	17.829
138920	547887	17.843
138920	562887	17.847
138920	567887	17.85
138920	572887	17.867
138920	577887	17.888
138920	582887	17.935
138920	587887	17.937
138920	652887	17.986
138920	657887	17.938
138920	662887	17.896
138920	667887	17.888
138920	672887	17.861
138920	677887	19.563
138920	682887	19.608
138931	592870	17.933
138947	512788	17.681
138952	537886	17.79
138955	532903	17.738
138971	552818	17.846
138975	497917	17.569
139087	602560	17.958
139319	687311	19.651
139375	529203	17.701
139610	382224	25.499
139611	396442	26.226
139818	596255	18.01
140240	515755	18.446
140286	556432	18.022
140331	480398	17.232
140400	479605	20.616
140458	390426	18.6
140490	410654	20.792
140503	390674	18.604
140732	388367	19.216
141046	597808	25.81
141554	402199	20.432
141883	647655	18.058
141908	408215	23.428
141968	406661	22.23
142172	492198	17.551
142261	597301	25.603
142589	480386	19.588
142598	601484	17.93
142651	650571	18.034
142705	561044	17.808
142722	381788	21.084
142770	655394	17.991
142800	660394	17.959
142831	491155	23.895
142831	665394	17.931
142861	670394	17.912
142891	675393	19.614
142920	680392	19.662
142948	685391	19.721
143008	396804	22.63
143221	531043	17.705
143224	689923	19.785
143241	495404	17.431
143250	500387	17.515
143250	505387	17.566
143250	510387	17.603
143250	535387	17.916
143250	540387	17.802
143250	545387	17.816
143250	550387	17.809
143250	555387	17.799
143250	565387	17.796
143250	570387	17.818
143250	575387	17.844
143250	580387	17.872
143250	585387	17.904
143250	590387	17.914
143319	595085	17.861
143349	515229	17.605
143488	604903	17.927
143686	599806	33.541
143799	410597	20.014
143842	599001	33.537
143981	398794	22.779
144230	559284	17.771
144376	383964	19.096
144559	376781	19.016
144708	672887	17.939
144748	677889	19.674
144789	682890	19.724
144829	687892	19.799
144869	692795	19.857
145016	399016	23.648
145162	519592	17.545
145359	396588	21.984
145510	425789	19.225
145594	598994	26.463
146048	386785	20.058
146255	599928	24.139
146359	494707	18.388
146492	410863	20.236
146541	395200	22.398
146733	563922	17.743
146786	397789	18.567
147022	383075	20.03
147413	603568	17.859
147537	497955	17.355
147558	426175	20.332
147581	502887	17.427
147581	507887	17.497
147581	512887	17.529
147581	517887	17.583
147581	532887	17.706
147581	537887	17.745
147581	542887	17.751
147581	547887	17.751
147581	552887	17.745
147581	557887	17.734
147581	567887	17.744
147581	572887	17.768
147581	577887	17.781
147581	582887	17.83
147581	587887	17.871
147581	592887	17.894
147651	379380	19.668
147741	521423	17.717
147754	597075	17.762
147844	601391	24.782
147852	396164	21.983
147862	607502	17.915
148066	409776	20.079
148182	562148	17.709
148295	424642	19.583
148489	528408	17.59
148521	493656	20.606
148923	495770	18.028
148968	424681	19.551
149007	610474	17.925
149212	601158	30.926
149500	409952	18.968
149536	477876	16.942
149802	523028	17.67
150464	382976	23.442
150479	382678	23.426
150508	602873	24.717
150575	497479	17.958
150689	478559	21.12
150812	425734	18.165
151330	601841	27.727
151362	566568	17.627
151549	519793	17.543
151563	563782	17.657
151594	545552	17.639
151605	602125	29.395
151623	476717	16.745
151744	492305	25.024
151780	500571	17.269
151838	560387	17.635
151876	605494	17.832
151910	540385	17.662
151911	505387	17.347
151911	510387	17.418
151911	515387	17.473
151911	530387	17.621
151911	535387	17.659
151911	550387	17.654
151911	555387	17.643
151911	570387	17.658
151911	575387	17.71
151911	580387	17.762
151911	585387	17.802
151911	590387	17.859
151911	595387	17.865
151960	495310	19.066
151965	525400	17.59
152047	610036	17.912
152101	602954	31.726
152222	366396	18.096
152554	599163	18.533
152658	603149	20.921
152691	424621	18.375
152736	521744	17.926
152962	441950	20.622
152988	368540	17.941
153087	443043	20.295
153170	498576	21.304
153325	375133	19.932
153411	565193	18.454
153885	444359	22.937
154178	557260	17.564
154401	560379	17.536
154495	424793	18.645
154507	568906	19.647
154545	566314	18.781
154556	562232	22.28
154899	541356	17.512
154931	493966	21.329
154966	552789	17.588
155069	500317	18.019
155079	562641	23.998
155105	548138	17.457
155140	517073	17.615
155278	573004	17.554
155364	558145	17.486
155428	497778	20.271
155690	604785	19.264
155694	578136	17.632
155793	428246	20.884
155836	603311	23.76
155850	503148	17.177
155873	500451	17.995
155939	427935	17.951
156055	442717	17.076
156165	507916	17.264
156182	512848	17.346
156237	537878	17.592
156241	522887	17.505
156241	527887	17.561
156241	532887	17.598
156241	582887	17.67
156241	587887	17.744
156241	592887	17.812
156241	597887	17.857
156241	607887	17.875
156323	553219	19.882
156389	444613	20.509
156508	612130	17.894
156521	365843	20.384
156781	364653	20.538
156961	601870	17.816
156963	518451	17.418
157169	376662	19.499
157201	373026	20.692
157379	472392	19.64
157810	431444	17.697
157905	444202	20.637
158063	445248	22.285
158238	544000	20.735
158249	514252	17.484
158529	507093	17.53
158565	366197	18.78
158936	581660	17.777
159075	431845	20.51
159119	510236	17.291
159293	444537	18.574
159615	369949	19.784
159657	472417	19.57
159768	506987	21.973
160078	606663	17.876
160316	539349	17.437
160459	585541	17.647
