name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.
                                     NH3         NHx         NHx         NHx         NH4
                   m       m  ug/m3        mol/ha/y    mol/ha/y    mol/ha/y        ug/m3
190           226669  563454  0.1050E+01  0.1237E+03  0.5624E+02  0.1800E+03  0.1551E+00
190           226576  563508  0.1048E+01  0.1239E+03  0.5637E+02  0.1803E+03  0.1550E+00
190           226483  563561  0.1049E+01  0.1241E+03  0.5650E+02  0.1806E+03  0.1551E+00
190           226669  563561  0.1049E+01  0.1238E+03  0.5627E+02  0.1801E+03  0.1550E+00
190           226204  563615  0.1053E+01  0.1251E+03  0.5681E+02  0.1819E+03  0.1552E+00
190           226390  563615  0.1049E+01  0.1244E+03  0.5658E+02  0.1809E+03  0.1551E+00
190           226576  563615  0.1049E+01  0.1239E+03  0.5638E+02  0.1803E+03  0.1550E+00
190           226297  563669  0.1052E+01  0.1248E+03  0.5669E+02  0.1815E+03  0.1552E+00
190           226483  563669  0.1049E+01  0.1242E+03  0.5651E+02  0.1807E+03  0.1550E+00
190           226669  563669  0.1049E+01  0.1238E+03  0.5629E+02  0.1801E+03  0.1549E+00
190           226204  563723  0.1053E+01  0.1251E+03  0.5682E+02  0.1820E+03  0.1552E+00
190           226390  563723  0.1050E+01  0.1245E+03  0.5661E+02  0.1811E+03  0.1550E+00
190           226576  563723  0.1049E+01  0.1240E+03  0.5640E+02  0.1804E+03  0.1549E+00
190           226297  563776  0.1052E+01  0.1248E+03  0.5671E+02  0.1815E+03  0.1552E+00
190           226483  563776  0.1050E+01  0.1242E+03  0.5652E+02  0.1808E+03  0.1550E+00
190           226669  563776  0.1050E+01  0.1239E+03  0.5629E+02  0.1802E+03  0.1549E+00
190           226204  563830  0.1053E+01  0.1252E+03  0.5682E+02  0.1820E+03  0.1551E+00
190           226390  563830  0.1050E+01  0.1245E+03  0.5660E+02  0.1811E+03  0.1550E+00
190           226576  563830  0.1050E+01  0.1240E+03  0.5639E+02  0.1804E+03  0.1548E+00
190           226111  563884  0.1056E+01  0.1257E+03  0.5693E+02  0.1826E+03  0.1552E+00
190           226297  563884  0.1053E+01  0.1249E+03  0.5672E+02  0.1816E+03  0.1551E+00
190           226483  563884  0.1051E+01  0.1243E+03  0.5652E+02  0.1808E+03  0.1549E+00
190           226204  563938  0.1055E+01  0.1253E+03  0.5681E+02  0.1821E+03  0.1551E+00
190           226390  563938  0.1051E+01  0.1246E+03  0.5661E+02  0.1812E+03  0.1549E+00
190           226576  563938  0.1051E+01  0.1241E+03  0.5639E+02  0.1805E+03  0.1548E+00
190           226111  563991  0.1058E+01  0.1258E+03  0.5692E+02  0.1827E+03  0.1552E+00
190           226297  563991  0.1054E+01  0.1249E+03  0.5673E+02  0.1816E+03  0.1550E+00
190           226483  563991  0.1052E+01  0.1244E+03  0.5653E+02  0.1809E+03  0.1548E+00
190           226204  564045  0.1050E+01  0.2079E+03  0.6413E+02  0.2721E+03  0.1447E+00
204           226204  564045  0.1050E+01  0.2079E+03  0.6413E+02  0.2721E+03  0.1447E+00
190           226390  564045  0.1047E+01  0.2068E+03  0.6389E+02  0.2707E+03  0.1447E+00
190           226576  564045  0.1046E+01  0.2059E+03  0.6367E+02  0.2696E+03  0.1446E+00
190           226111  564099  0.1052E+01  0.2088E+03  0.6427E+02  0.2730E+03  0.1447E+00
204           226111  564099  0.1052E+01  0.2088E+03  0.6427E+02  0.2730E+03  0.1447E+00
190           226297  564099  0.1048E+01  0.2074E+03  0.6402E+02  0.2714E+03  0.1446E+00
204           226297  564099  0.1048E+01  0.2074E+03  0.6402E+02  0.2714E+03  0.1446E+00
190           226483  564099  0.1046E+01  0.2064E+03  0.6379E+02  0.2702E+03  0.1446E+00
190           226204  564152  0.1050E+01  0.2082E+03  0.6414E+02  0.2723E+03  0.1446E+00
204           226204  564152  0.1050E+01  0.2082E+03  0.6414E+02  0.2723E+03  0.1446E+00
190           226390  564152  0.1047E+01  0.2069E+03  0.6389E+02  0.2708E+03  0.1446E+00
190           226576  564152  0.1045E+01  0.2060E+03  0.6366E+02  0.2697E+03  0.1445E+00
190           226297  564206  0.1049E+01  0.2076E+03  0.6401E+02  0.2716E+03  0.1445E+00
 
