name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.
                                     NH3         NHx         NHx         NHx         NH4
                   m       m  ug/m3        mol/ha/y    mol/ha/y    mol/ha/y        ug/m3
190           226669  563454  0.2377E-01  0.3864E+01  0.2697E+01  0.6561E+01  0.2193E-02
190           226576  563508  0.2384E-01  0.3880E+01  0.2702E+01  0.6583E+01  0.2194E-02
190           226483  563561  0.2393E-01  0.3899E+01  0.2708E+01  0.6607E+01  0.2196E-02
190           226669  563561  0.2379E-01  0.3869E+01  0.2698E+01  0.6568E+01  0.2193E-02
190           226204  563615  0.2418E-01  0.3948E+01  0.2725E+01  0.6673E+01  0.2200E-02
190           226390  563615  0.2401E-01  0.3914E+01  0.2714E+01  0.6628E+01  0.2197E-02
190           226576  563615  0.2387E-01  0.3885E+01  0.2703E+01  0.6588E+01  0.2194E-02
190           226297  563669  0.2411E-01  0.3935E+01  0.2720E+01  0.6655E+01  0.2200E-02
190           226483  563669  0.2395E-01  0.3903E+01  0.2710E+01  0.6613E+01  0.2196E-02
190           226669  563669  0.2381E-01  0.3874E+01  0.2699E+01  0.6573E+01  0.2193E-02
190           226204  563723  0.2421E-01  0.3954E+01  0.2727E+01  0.6681E+01  0.2201E-02
190           226390  563723  0.2404E-01  0.3920E+01  0.2716E+01  0.6636E+01  0.2198E-02
190           226576  563723  0.2389E-01  0.3889E+01  0.2705E+01  0.6595E+01  0.2194E-02
190           226297  563776  0.2413E-01  0.3939E+01  0.2722E+01  0.6661E+01  0.2200E-02
190           226483  563776  0.2398E-01  0.3908E+01  0.2711E+01  0.6619E+01  0.2196E-02
190           226669  563776  0.2384E-01  0.3879E+01  0.2701E+01  0.6580E+01  0.2193E-02
190           226204  563830  0.2422E-01  0.3959E+01  0.2728E+01  0.6687E+01  0.2201E-02
190           226390  563830  0.2406E-01  0.3924E+01  0.2717E+01  0.6641E+01  0.2198E-02
190           226576  563830  0.2391E-01  0.3894E+01  0.2706E+01  0.6599E+01  0.2195E-02
190           226111  563884  0.2433E-01  0.3980E+01  0.2734E+01  0.6713E+01  0.2202E-02
190           226297  563884  0.2416E-01  0.3945E+01  0.2724E+01  0.6669E+01  0.2199E-02
190           226483  563884  0.2401E-01  0.3914E+01  0.2713E+01  0.6627E+01  0.2196E-02
190           226204  563938  0.2425E-01  0.3964E+01  0.2729E+01  0.6693E+01  0.2200E-02
190           226390  563938  0.2408E-01  0.3930E+01  0.2718E+01  0.6648E+01  0.2198E-02
190           226576  563938  0.2394E-01  0.3899E+01  0.2707E+01  0.6607E+01  0.2195E-02
190           226111  563991  0.2437E-01  0.3985E+01  0.2735E+01  0.6720E+01  0.2202E-02
190           226297  563991  0.2419E-01  0.3949E+01  0.2725E+01  0.6674E+01  0.2199E-02
190           226483  563991  0.2404E-01  0.3919E+01  0.2714E+01  0.6633E+01  0.2196E-02
190           226204  564045  0.2347E-01  0.5135E+01  0.2913E+01  0.8048E+01  0.2045E-02
204           226204  564045  0.2347E-01  0.5135E+01  0.2913E+01  0.8048E+01  0.2045E-02
190           226390  564045  0.2332E-01  0.5094E+01  0.2902E+01  0.7996E+01  0.2044E-02
190           226576  564045  0.2319E-01  0.5055E+01  0.2891E+01  0.7946E+01  0.2042E-02
190           226111  564099  0.2356E-01  0.5163E+01  0.2919E+01  0.8082E+01  0.2046E-02
204           226111  564099  0.2356E-01  0.5163E+01  0.2919E+01  0.8082E+01  0.2046E-02
190           226297  564099  0.2340E-01  0.5116E+01  0.2909E+01  0.8024E+01  0.2044E-02
204           226297  564099  0.2340E-01  0.5116E+01  0.2909E+01  0.8024E+01  0.2044E-02
190           226483  564099  0.2327E-01  0.5076E+01  0.2898E+01  0.7974E+01  0.2042E-02
190           226204  564152  0.2349E-01  0.5143E+01  0.2914E+01  0.8057E+01  0.2045E-02
204           226204  564152  0.2349E-01  0.5143E+01  0.2914E+01  0.8057E+01  0.2045E-02
190           226390  564152  0.2335E-01  0.5101E+01  0.2903E+01  0.8004E+01  0.2043E-02
190           226576  564152  0.2321E-01  0.5060E+01  0.2892E+01  0.7952E+01  0.2041E-02
190           226297  564206  0.2343E-01  0.5124E+01  0.2909E+01  0.8034E+01  0.2044E-02
 
