name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.
                                     NH3         NHx         NHx         NHx         NH4
                   m       m  ug/m3        mol/ha/y    mol/ha/y    mol/ha/y        ug/m3
190           226669  563454  0.4779E+00  0.5608E+02  0.2788E+02  0.8396E+02  0.9580E-01
190           226576  563508  0.4773E+00  0.5610E+02  0.2790E+02  0.8400E+02  0.9563E-01
190           226483  563561  0.4778E+00  0.5621E+02  0.2795E+02  0.8416E+02  0.9550E-01
190           226669  563561  0.4755E+00  0.5594E+02  0.2787E+02  0.8381E+02  0.9553E-01
190           226204  563615  0.4786E+00  0.5647E+02  0.2804E+02  0.8451E+02  0.9528E-01
190           226390  563615  0.4770E+00  0.5620E+02  0.2797E+02  0.8418E+02  0.9534E-01
190           226576  563615  0.4753E+00  0.5601E+02  0.2791E+02  0.8391E+02  0.9543E-01
190           226297  563669  0.4771E+00  0.5631E+02  0.2800E+02  0.8431E+02  0.9526E-01
190           226483  563669  0.4755E+00  0.5609E+02  0.2794E+02  0.8403E+02  0.9528E-01
190           226669  563669  0.4731E+00  0.5580E+02  0.2786E+02  0.8366E+02  0.9536E-01
190           226204  563723  0.4772E+00  0.5641E+02  0.2804E+02  0.8444E+02  0.9513E-01
190           226390  563723  0.4753E+00  0.5615E+02  0.2798E+02  0.8413E+02  0.9518E-01
190           226576  563723  0.4729E+00  0.5587E+02  0.2789E+02  0.8377E+02  0.9520E-01
190           226297  563776  0.4756E+00  0.5625E+02  0.2800E+02  0.8425E+02  0.9511E-01
190           226483  563776  0.4733E+00  0.5597E+02  0.2795E+02  0.8391E+02  0.9509E-01
190           226669  563776  0.4711E+00  0.5571E+02  0.2786E+02  0.8357E+02  0.9515E-01
190           226204  563830  0.4756E+00  0.5637E+02  0.2804E+02  0.8441E+02  0.9496E-01
190           226390  563830  0.4737E+00  0.5609E+02  0.2797E+02  0.8406E+02  0.9504E-01
190           226576  563830  0.4709E+00  0.5580E+02  0.2790E+02  0.8370E+02  0.9500E-01
190           226111  563884  0.4764E+00  0.5653E+02  0.2807E+02  0.8460E+02  0.9500E-01
190           226297  563884  0.4741E+00  0.5620E+02  0.2801E+02  0.8422E+02  0.9499E-01
190           226483  563884  0.4712E+00  0.5590E+02  0.2795E+02  0.8385E+02  0.9492E-01
190           226204  563938  0.4743E+00  0.5632E+02  0.2804E+02  0.8436E+02  0.9486E-01
190           226390  563938  0.4716E+00  0.5599E+02  0.2797E+02  0.8396E+02  0.9482E-01
190           226576  563938  0.4692E+00  0.5571E+02  0.2790E+02  0.8361E+02  0.9481E-01
190           226111  563991  0.4754E+00  0.5650E+02  0.2808E+02  0.8458E+02  0.9482E-01
190           226297  563991  0.4728E+00  0.5617E+02  0.2801E+02  0.8418E+02  0.9479E-01
190           226483  563991  0.4699E+00  0.5587E+02  0.2795E+02  0.8381E+02  0.9473E-01
190           226204  564045  0.4879E+00  0.9571E+02  0.3112E+02  0.1268E+03  0.8908E-01
204           226204  564045  0.4879E+00  0.9571E+02  0.3112E+02  0.1268E+03  0.8908E-01
190           226390  564045  0.4864E+00  0.9544E+02  0.3105E+02  0.1265E+03  0.8916E-01
190           226576  564045  0.4853E+00  0.9507E+02  0.3097E+02  0.1260E+03  0.8929E-01
190           226111  564099  0.4889E+00  0.9604E+02  0.3117E+02  0.1272E+03  0.8904E-01
204           226111  564099  0.4889E+00  0.9604E+02  0.3117E+02  0.1272E+03  0.8904E-01
190           226297  564099  0.4867E+00  0.9546E+02  0.3110E+02  0.1266E+03  0.8904E-01
204           226297  564099  0.4867E+00  0.9546E+02  0.3110E+02  0.1266E+03  0.8904E-01
190           226483  564099  0.4857E+00  0.9525E+02  0.3102E+02  0.1263E+03  0.8917E-01
190           226204  564152  0.4874E+00  0.9573E+02  0.3115E+02  0.1269E+03  0.8895E-01
204           226204  564152  0.4874E+00  0.9573E+02  0.3115E+02  0.1269E+03  0.8895E-01
190           226390  564152  0.4848E+00  0.9524E+02  0.3103E+02  0.1263E+03  0.8897E-01
190           226576  564152  0.4841E+00  0.9488E+02  0.3097E+02  0.1259E+03  0.8914E-01
190           226297  564206  0.4858E+00  0.9541E+02  0.3110E+02  0.1265E+03  0.8889E-01
 
