7589626 190 226669.985 563454.529
7591155 190 226576.924 563508.257
7592683 190 226483.864 563561.986
7592684 190 226669.985 563561.986
7594211 190 226204.682 563615.714
7594212 190 226390.803 563615.714
7594213 190 226576.924 563615.714
7595740 190 226297.743 563669.443
7595741 190 226483.864 563669.443
7595742 190 226669.985 563669.443
7597269 190 226204.682 563723.171
7597270 190 226390.803 563723.171
7597271 190 226576.924 563723.171
7598798 190 226297.743 563776.9
7598799 190 226483.864 563776.9
7598800 190 226669.985 563776.9
7600327 190 226204.682 563830.628
7600328 190 226390.803 563830.628
7600329 190 226576.924 563830.628
7601855 190 226111.622 563884.357
7601856 190 226297.743 563884.357
7601857 190 226483.864 563884.357
7603385 190 226204.682 563938.085
7603386 190 226390.803 563938.085
7603387 190 226576.924 563938.085
7604913 190 226111.622 563991.814
7604914 190 226297.743 563991.814
7604915 190 226483.864 563991.814
7606443 190 226204.682 564045.542
7606443 204 226204.682 564045.542
7606444 190 226390.803 564045.542
7606445 190 226576.924 564045.542
7607971 190 226111.622 564099.271
7607971 204 226111.622 564099.271
7607972 190 226297.743 564099.271
7607972 204 226297.743 564099.271
7607973 190 226483.864 564099.271
7609501 190 226204.682 564152.999
7609501 204 226204.682 564152.999
7609502 190 226390.803 564152.999
7609503 190 226576.924 564152.999
7611030 190 226297.743 564206.728
