name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.
                                     NH3         NHx         NHx         NHx         NH4
                   m       m  ug/m3        mol/ha/y    mol/ha/y    mol/ha/y        ug/m3
166           184048  370784  0.5436E-01  0.5815E+01  0.6307E+01  0.1212E+02  0.9272E-02
166           183769  370837  0.5538E-01  0.4826E+01  0.6324E+01  0.1115E+02  0.9213E-02
166           184141  370837  0.5435E-01  0.5816E+01  0.6311E+01  0.1213E+02  0.9275E-02
166           184327  370837  0.5427E-01  0.5813E+01  0.6308E+01  0.1212E+02  0.9275E-02
166           184513  370837  0.5423E-01  0.5813E+01  0.6302E+01  0.1212E+02  0.9278E-02
166           183676  370891  0.5541E-01  0.4828E+01  0.6329E+01  0.1116E+02  0.9214E-02
166           184048  370891  0.5439E-01  0.5817E+01  0.6316E+01  0.1213E+02  0.9275E-02
166           184234  370891  0.5431E-01  0.5815E+01  0.6313E+01  0.1213E+02  0.9276E-02
167           184234  370891  0.5431E-01  0.5815E+01  0.6313E+01  0.1213E+02  0.9276E-02
166           184420  370891  0.5425E-01  0.5814E+01  0.6308E+01  0.1212E+02  0.9278E-02
166           184606  370891  0.5420E-01  0.5811E+01  0.6302E+01  0.1211E+02  0.9279E-02
166           184792  370891  0.5418E-01  0.5811E+01  0.6299E+01  0.1211E+02  0.9282E-02
493           184978  370891  0.5414E-01  0.5811E+01  0.6298E+01  0.1211E+02  0.9286E-02
166           183769  370945  0.5539E-01  0.4827E+01  0.6332E+01  0.1116E+02  0.9217E-02
535           183955  370945  0.5533E-01  0.4825E+01  0.6331E+01  0.1116E+02  0.9220E-02
166           184141  370945  0.5436E-01  0.5815E+01  0.6318E+01  0.1213E+02  0.9277E-02
167           184141  370945  0.5436E-01  0.5815E+01  0.6318E+01  0.1213E+02  0.9277E-02
166           184327  370945  0.5428E-01  0.5813E+01  0.6312E+01  0.1213E+02  0.9278E-02
166           184513  370945  0.5424E-01  0.5813E+01  0.6309E+01  0.1212E+02  0.9281E-02
166           184699  370945  0.5421E-01  0.5813E+01  0.6305E+01  0.1212E+02  0.9284E-02
493           184885  370945  0.5417E-01  0.5812E+01  0.6303E+01  0.1212E+02  0.9287E-02
