name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.
                                     NH3         NHx         NHx         NHx         NH4
                   m       m  ug/m3        mol/ha/y    mol/ha/y    mol/ha/y        ug/m3
166           184048  370784  0.8925E-01  0.9542E+01  0.7902E+01  0.1744E+02  0.1056E-01
166           183769  370837  0.9251E-01  0.7964E+01  0.7923E+01  0.1589E+02  0.1053E-01
166           184141  370837  0.8900E-01  0.9510E+01  0.7907E+01  0.1742E+02  0.1056E-01
166           184327  370837  0.8866E-01  0.9478E+01  0.7899E+01  0.1738E+02  0.1057E-01
166           184513  370837  0.8840E-01  0.9455E+01  0.7895E+01  0.1735E+02  0.1058E-01
166           183676  370891  0.9262E-01  0.7979E+01  0.7928E+01  0.1591E+02  0.1053E-01
166           184048  370891  0.8904E-01  0.9519E+01  0.7912E+01  0.1743E+02  0.1056E-01
166           184234  370891  0.8871E-01  0.9482E+01  0.7907E+01  0.1739E+02  0.1057E-01
167           184234  370891  0.8871E-01  0.9482E+01  0.7907E+01  0.1739E+02  0.1057E-01
166           184420  370891  0.8836E-01  0.9453E+01  0.7899E+01  0.1735E+02  0.1057E-01
166           184606  370891  0.8817E-01  0.9431E+01  0.7893E+01  0.1732E+02  0.1058E-01
166           184792  370891  0.8814E-01  0.9420E+01  0.7891E+01  0.1731E+02  0.1059E-01
493           184978  370891  0.8816E-01  0.9423E+01  0.7895E+01  0.1732E+02  0.1060E-01
166           183769  370945  0.9224E-01  0.7943E+01  0.7931E+01  0.1587E+02  0.1054E-01
535           183955  370945  0.9173E-01  0.7901E+01  0.7929E+01  0.1583E+02  0.1054E-01
166           184141  370945  0.8873E-01  0.9482E+01  0.7913E+01  0.1739E+02  0.1057E-01
167           184141  370945  0.8873E-01  0.9482E+01  0.7913E+01  0.1739E+02  0.1057E-01
166           184327  370945  0.8838E-01  0.9452E+01  0.7903E+01  0.1736E+02  0.1057E-01
166           184513  370945  0.8808E-01  0.9417E+01  0.7897E+01  0.1731E+02  0.1058E-01
166           184699  370945  0.8801E-01  0.9408E+01  0.7895E+01  0.1730E+02  0.1059E-01
493           184885  370945  0.8798E-01  0.9402E+01  0.7897E+01  0.1730E+02  0.1060E-01
493           185071  370945  0.9064E-01  0.7248E+01  0.7900E+01  0.1515E+02  0.1076E-01
166           183676  370999  0.9243E-01  0.7959E+01  0.7936E+01  0.1589E+02  0.1053E-01
166           183862  370999  0.9185E-01  0.7910E+01  0.7934E+01  0.1584E+02  0.1054E-01
535           184048  370999  0.8882E-01  0.9492E+01  0.7919E+01  0.1741E+02  0.1056E-01
166           184234  370999  0.8843E-01  0.9452E+01  0.7911E+01  0.1736E+02  0.1057E-01
167           184234  370999  0.8843E-01  0.9452E+01  0.7911E+01  0.1736E+02  0.1057E-01
166           184420  370999  0.8805E-01  0.9421E+01  0.7905E+01  0.1733E+02  0.1057E-01
166           184606  370999  0.8788E-01  0.9396E+01  0.7898E+01  0.1729E+02  0.1058E-01
493           184792  370999  0.8784E-01  0.9391E+01  0.7899E+01  0.1729E+02  0.1059E-01
493           184978  370999  0.8786E-01  0.9388E+01  0.7902E+01  0.1729E+02  0.1060E-01
493           185165  370999  0.9051E-01  0.7237E+01  0.7899E+01  0.1514E+02  0.1077E-01
166           183582  371052  0.9337E-01  0.7628E+01  0.7928E+01  0.1556E+02  0.1056E-01
166           183769  371052  0.9273E-01  0.7573E+01  0.7922E+01  0.1550E+02  0.1056E-01
535           183769  371052  0.9273E-01  0.7573E+01  0.7922E+01  0.1550E+02  0.1056E-01
166           183955  371052  0.9218E-01  0.7526E+01  0.7919E+01  0.1544E+02  0.1057E-01
220           183955  371052  0.9218E-01  0.7526E+01  0.7919E+01  0.1544E+02  0.1057E-01
535           183955  371052  0.9218E-01  0.7526E+01  0.7919E+01  0.1544E+02  0.1057E-01
166           184141  371052  0.9056E-01  0.8009E+01  0.7919E+01  0.1593E+02  0.1078E-01
166           184327  371052  0.9010E-01  0.7973E+01  0.7913E+01  0.1589E+02  0.1078E-01
167           184327  371052  0.9010E-01  0.7973E+01  0.7913E+01  0.1589E+02  0.1078E-01
166           184513  371052  0.8976E-01  0.7943E+01  0.7908E+01  0.1585E+02  0.1078E-01
