name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.
                                     NH3         NHx         NHx         NHx         NH4
                   m       m  ug/m3        mol/ha/y    mol/ha/y    mol/ha/y        ug/m3
190           226669  563454  0.2337E-01  0.3802E+01  0.2690E+01  0.6492E+01  0.2186E-02
190           226576  563508  0.2345E-01  0.3820E+01  0.2695E+01  0.6515E+01  0.2188E-02
190           226483  563561  0.2355E-01  0.3839E+01  0.2701E+01  0.6540E+01  0.2189E-02
190           226669  563561  0.2340E-01  0.3809E+01  0.2691E+01  0.6500E+01  0.2186E-02
190           226204  563615  0.2380E-01  0.3890E+01  0.2718E+01  0.6607E+01  0.2194E-02
190           226390  563615  0.2363E-01  0.3856E+01  0.2706E+01  0.6562E+01  0.2191E-02
190           226576  563615  0.2348E-01  0.3825E+01  0.2696E+01  0.6521E+01  0.2187E-02
190           226297  563669  0.2374E-01  0.3877E+01  0.2713E+01  0.6589E+01  0.2193E-02
190           226483  563669  0.2358E-01  0.3845E+01  0.2702E+01  0.6547E+01  0.2189E-02
190           226669  563669  0.2342E-01  0.3814E+01  0.2692E+01  0.6506E+01  0.2186E-02
190           226204  563723  0.2384E-01  0.3896E+01  0.2719E+01  0.6615E+01  0.2194E-02
190           226390  563723  0.2366E-01  0.3862E+01  0.2708E+01  0.6570E+01  0.2191E-02
190           226576  563723  0.2351E-01  0.3831E+01  0.2698E+01  0.6529E+01  0.2188E-02
190           226297  563776  0.2377E-01  0.3882E+01  0.2714E+01  0.6596E+01  0.2193E-02
190           226483  563776  0.2360E-01  0.3850E+01  0.2704E+01  0.6554E+01  0.2190E-02
190           226669  563776  0.2346E-01  0.3820E+01  0.2693E+01  0.6514E+01  0.2186E-02
190           226204  563830  0.2386E-01  0.3902E+01  0.2720E+01  0.6622E+01  0.2194E-02
190           226390  563830  0.2369E-01  0.3867E+01  0.2709E+01  0.6576E+01  0.2191E-02
190           226576  563830  0.2354E-01  0.3836E+01  0.2698E+01  0.6534E+01  0.2188E-02
190           226111  563884  0.2397E-01  0.3922E+01  0.2726E+01  0.6648E+01  0.2195E-02
190           226297  563884  0.2380E-01  0.3888E+01  0.2716E+01  0.6604E+01  0.2193E-02
190           226483  563884  0.2364E-01  0.3857E+01  0.2706E+01  0.6562E+01  0.2190E-02
190           226204  563938  0.2389E-01  0.3907E+01  0.2721E+01  0.6629E+01  0.2194E-02
190           226390  563938  0.2372E-01  0.3873E+01  0.2711E+01  0.6584E+01  0.2191E-02
190           226576  563938  0.2357E-01  0.3843E+01  0.2700E+01  0.6543E+01  0.2188E-02
190           226111  563991  0.2400E-01  0.3928E+01  0.2727E+01  0.6655E+01  0.2196E-02
190           226297  563991  0.2383E-01  0.3894E+01  0.2717E+01  0.6611E+01  0.2193E-02
190           226483  563991  0.2367E-01  0.3862E+01  0.2707E+01  0.6569E+01  0.2189E-02
190           226204  564045  0.2316E-01  0.5067E+01  0.2905E+01  0.7972E+01  0.2041E-02
204           226204  564045  0.2316E-01  0.5067E+01  0.2905E+01  0.7972E+01  0.2041E-02
190           226390  564045  0.2301E-01  0.5027E+01  0.2895E+01  0.7921E+01  0.2039E-02
190           226576  564045  0.2288E-01  0.4987E+01  0.2884E+01  0.7871E+01  0.2038E-02
190           226111  564099  0.2325E-01  0.5094E+01  0.2911E+01  0.8005E+01  0.2042E-02
204           226111  564099  0.2325E-01  0.5094E+01  0.2911E+01  0.8005E+01  0.2042E-02
190           226297  564099  0.2310E-01  0.5048E+01  0.2901E+01  0.7950E+01  0.2040E-02
204           226297  564099  0.2310E-01  0.5048E+01  0.2901E+01  0.7950E+01  0.2040E-02
190           226483  564099  0.2296E-01  0.5010E+01  0.2890E+01  0.7900E+01  0.2038E-02
190           226204  564152  0.2319E-01  0.5076E+01  0.2906E+01  0.7982E+01  0.2041E-02
204           226204  564152  0.2319E-01  0.5076E+01  0.2906E+01  0.7982E+01  0.2041E-02
190           226390  564152  0.2304E-01  0.5034E+01  0.2896E+01  0.7929E+01  0.2039E-02
190           226576  564152  0.2290E-01  0.4993E+01  0.2885E+01  0.7878E+01  0.2037E-02
190           226297  564206  0.2313E-01  0.5057E+01  0.2902E+01  0.7959E+01  0.2040E-02
 
