name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.
                                     NH3         NHx         NHx         NHx         NH4
                   m       m  ug/m3        mol/ha/y    mol/ha/y    mol/ha/y        ug/m3
190           226669  563454  0.9764E+00  0.1166E+03  0.5579E+02  0.1723E+03  0.1532E+00
190           226576  563508  0.9791E+00  0.1170E+03  0.5592E+02  0.1729E+03  0.1532E+00
190           226483  563561  0.9819E+00  0.1174E+03  0.5604E+02  0.1734E+03  0.1533E+00
190           226669  563561  0.9774E+00  0.1167E+03  0.5582E+02  0.1725E+03  0.1531E+00
190           226204  563615  0.9901E+00  0.1186E+03  0.5634E+02  0.1750E+03  0.1534E+00
190           226390  563615  0.9841E+00  0.1178E+03  0.5612E+02  0.1739E+03  0.1532E+00
190           226576  563615  0.9801E+00  0.1171E+03  0.5593E+02  0.1730E+03  0.1531E+00
190           226297  563669  0.9879E+00  0.1183E+03  0.5623E+02  0.1745E+03  0.1534E+00
190           226483  563669  0.9829E+00  0.1175E+03  0.5605E+02  0.1736E+03  0.1532E+00
190           226669  563669  0.9787E+00  0.1169E+03  0.5584E+02  0.1727E+03  0.1530E+00
190           226204  563723  0.9910E+00  0.1188E+03  0.5636E+02  0.1751E+03  0.1534E+00
190           226390  563723  0.9852E+00  0.1180E+03  0.5615E+02  0.1741E+03  0.1532E+00
190           226576  563723  0.9813E+00  0.1173E+03  0.5594E+02  0.1732E+03  0.1531E+00
190           226297  563776  0.9886E+00  0.1184E+03  0.5625E+02  0.1747E+03  0.1534E+00
190           226483  563776  0.9839E+00  0.1177E+03  0.5606E+02  0.1738E+03  0.1531E+00
190           226669  563776  0.9800E+00  0.1171E+03  0.5583E+02  0.1729E+03  0.1529E+00
190           226204  563830  0.9916E+00  0.1189E+03  0.5635E+02  0.1753E+03  0.1533E+00
190           226390  563830  0.9860E+00  0.1181E+03  0.5614E+02  0.1742E+03  0.1532E+00
190           226576  563830  0.9823E+00  0.1174E+03  0.5593E+02  0.1734E+03  0.1530E+00
190           226111  563884  0.9956E+00  0.1194E+03  0.5646E+02  0.1759E+03  0.1534E+00
190           226297  563884  0.9893E+00  0.1186E+03  0.5626E+02  0.1749E+03  0.1533E+00
190           226483  563884  0.9844E+00  0.1178E+03  0.5607E+02  0.1739E+03  0.1530E+00
190           226204  563938  0.9928E+00  0.1191E+03  0.5634E+02  0.1754E+03  0.1533E+00
190           226390  563938  0.9870E+00  0.1183E+03  0.5615E+02  0.1744E+03  0.1530E+00
190           226576  563938  0.9835E+00  0.1176E+03  0.5594E+02  0.1736E+03  0.1529E+00
190           226111  563991  0.9971E+00  0.1197E+03  0.5645E+02  0.1761E+03  0.1533E+00
190           226297  563991  0.9906E+00  0.1188E+03  0.5627E+02  0.1751E+03  0.1531E+00
190           226483  563991  0.9860E+00  0.1181E+03  0.5607E+02  0.1741E+03  0.1529E+00
190           226204  564045  0.1011E+01  0.2004E+03  0.6356E+02  0.2640E+03  0.1439E+00
204           226204  564045  0.1011E+01  0.2004E+03  0.6356E+02  0.2640E+03  0.1439E+00
190           226390  564045  0.1007E+01  0.1993E+03  0.6333E+02  0.2626E+03  0.1439E+00
190           226576  564045  0.1004E+01  0.1982E+03  0.6311E+02  0.2613E+03  0.1438E+00
190           226111  564099  0.1014E+01  0.2013E+03  0.6371E+02  0.2651E+03  0.1439E+00
204           226111  564099  0.1014E+01  0.2013E+03  0.6371E+02  0.2651E+03  0.1439E+00
190           226297  564099  0.1010E+01  0.2000E+03  0.6347E+02  0.2634E+03  0.1439E+00
204           226297  564099  0.1010E+01  0.2000E+03  0.6347E+02  0.2634E+03  0.1439E+00
190           226483  564099  0.1006E+01  0.1989E+03  0.6324E+02  0.2621E+03  0.1438E+00
190           226204  564152  0.1013E+01  0.2008E+03  0.6359E+02  0.2644E+03  0.1438E+00
204           226204  564152  0.1013E+01  0.2008E+03  0.6359E+02  0.2644E+03  0.1438E+00
190           226390  564152  0.1008E+01  0.1995E+03  0.6334E+02  0.2628E+03  0.1438E+00
190           226576  564152  0.1005E+01  0.1984E+03  0.6311E+02  0.2615E+03  0.1437E+00
190           226297  564206  0.1011E+01  0.2003E+03  0.6347E+02  0.2637E+03  0.1437E+00
 
