name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.
                                     NH3         NHx         NHx         NHx         NH4
                   m       m  ug/m3        mol/ha/y    mol/ha/y    mol/ha/y        ug/m3
190           226669  563454  0.5705E-01  0.8166E+01  0.4346E+01  0.1251E+02  0.6513E-02
190           226576  563508  0.5681E-01  0.8139E+01  0.4337E+01  0.1248E+02  0.6502E-02
190           226483  563561  0.5660E-01  0.8113E+01  0.4332E+01  0.1244E+02  0.6493E-02
190           226669  563561  0.5702E-01  0.8162E+01  0.4345E+01  0.1251E+02  0.6508E-02
190           226204  563615  0.5606E-01  0.8047E+01  0.4321E+01  0.1237E+02  0.6461E-02
190           226390  563615  0.5638E-01  0.8084E+01  0.4327E+01  0.1241E+02  0.6481E-02
190           226576  563615  0.5674E-01  0.8130E+01  0.4336E+01  0.1247E+02  0.6498E-02
190           226297  563669  0.5620E-01  0.8064E+01  0.4323E+01  0.1239E+02  0.6469E-02
190           226483  563669  0.5653E-01  0.8106E+01  0.4333E+01  0.1244E+02  0.6489E-02
190           226669  563669  0.5691E-01  0.8150E+01  0.4341E+01  0.1249E+02  0.6506E-02
190           226204  563723  0.5602E-01  0.8043E+01  0.4320E+01  0.1236E+02  0.6458E-02
190           226390  563723  0.5633E-01  0.8080E+01  0.4329E+01  0.1241E+02  0.6478E-02
190           226576  563723  0.5670E-01  0.8123E+01  0.4336E+01  0.1246E+02  0.6495E-02
190           226297  563776  0.5616E-01  0.8059E+01  0.4324E+01  0.1238E+02  0.6465E-02
190           226483  563776  0.5649E-01  0.8099E+01  0.4334E+01  0.1243E+02  0.6485E-02
190           226669  563776  0.5689E-01  0.8147E+01  0.4340E+01  0.1249E+02  0.6503E-02
190           226204  563830  0.5598E-01  0.8037E+01  0.4320E+01  0.1236E+02  0.6454E-02
190           226390  563830  0.5629E-01  0.8073E+01  0.4329E+01  0.1240E+02  0.6474E-02
190           226576  563830  0.5666E-01  0.8117E+01  0.4335E+01  0.1245E+02  0.6492E-02
190           226111  563884  0.5583E-01  0.8018E+01  0.4315E+01  0.1233E+02  0.6441E-02
190           226297  563884  0.5612E-01  0.8053E+01  0.4325E+01  0.1238E+02  0.6459E-02
190           226483  563884  0.5647E-01  0.8095E+01  0.4333E+01  0.1243E+02  0.6480E-02
190           226204  563938  0.5596E-01  0.8032E+01  0.4319E+01  0.1235E+02  0.6450E-02
190           226390  563938  0.5627E-01  0.8067E+01  0.4328E+01  0.1240E+02  0.6467E-02
190           226576  563938  0.5663E-01  0.8112E+01  0.4337E+01  0.1245E+02  0.6486E-02
190           226111  563991  0.5582E-01  0.8017E+01  0.4315E+01  0.1233E+02  0.6438E-02
190           226297  563991  0.5611E-01  0.8048E+01  0.4325E+01  0.1237E+02  0.6455E-02
190           226483  563991  0.5645E-01  0.8090E+01  0.4334E+01  0.1242E+02  0.6474E-02
190           226204  564045  0.5484E-01  0.1054E+02  0.4573E+01  0.1511E+02  0.5857E-02
204           226204  564045  0.5484E-01  0.1054E+02  0.4573E+01  0.1511E+02  0.5857E-02
190           226390  564045  0.5511E-01  0.1058E+02  0.4584E+01  0.1517E+02  0.5868E-02
190           226576  564045  0.5543E-01  0.1064E+02  0.4593E+01  0.1523E+02  0.5881E-02
190           226111  564099  0.5470E-01  0.1052E+02  0.4566E+01  0.1509E+02  0.5851E-02
204           226111  564099  0.5470E-01  0.1052E+02  0.4566E+01  0.1509E+02  0.5851E-02
190           226297  564099  0.5497E-01  0.1056E+02  0.4579E+01  0.1514E+02  0.5861E-02
204           226297  564099  0.5497E-01  0.1056E+02  0.4579E+01  0.1514E+02  0.5861E-02
190           226483  564099  0.5527E-01  0.1061E+02  0.4589E+01  0.1520E+02  0.5873E-02
190           226204  564152  0.5483E-01  0.1054E+02  0.4570E+01  0.1511E+02  0.5854E-02
204           226204  564152  0.5483E-01  0.1054E+02  0.4570E+01  0.1511E+02  0.5854E-02
190           226390  564152  0.5512E-01  0.1058E+02  0.4582E+01  0.1516E+02  0.5865E-02
190           226576  564152  0.5543E-01  0.1063E+02  0.4593E+01  0.1523E+02  0.5877E-02
190           226297  564206  0.5497E-01  0.1056E+02  0.4576E+01  0.1513E+02  0.5855E-02
 
