name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.       conc.
                                     NOx         NOy         NOy         NOy    NO3+HNO3         NO3
                   m       m  ug/m3 NO2    mol/ha/y    mol/ha/y    mol/ha/y        ug/m3       ug/m3
190             9753  792686  0.1684E-01  0.1817E+00  0.2681E+00  0.4498E+00  0.4916E-02  0.9831E-03
190             9181  787844  0.1708E-01  0.1839E+00  0.2684E+00  0.4523E+00  0.4942E-02  0.9884E-03
190             9017  782887  0.1748E-01  0.1864E+00  0.2713E+00  0.4577E+00  0.4995E-02  0.9990E-03
190             9017  777887  0.1784E-01  0.1890E+00  0.2748E+00  0.4638E+00  0.5080E-02  0.1016E-02
190             9017  772887  0.1804E-01  0.1903E+00  0.2753E+00  0.4656E+00  0.5140E-02  0.1028E-02
190             9017  767887  0.1843E-01  0.1935E+00  0.2789E+00  0.4723E+00  0.5240E-02  0.1048E-02
190             9017  762887  0.1881E-01  0.1969E+00  0.2825E+00  0.4794E+00  0.5341E-02  0.1068E-02
190             9017  757887  0.1900E-01  0.1989E+00  0.2826E+00  0.4816E+00  0.5411E-02  0.1082E-02
190             9017  752887  0.1941E-01  0.2032E+00  0.2860E+00  0.4892E+00  0.5537E-02  0.1107E-02
190             9017  747887  0.1975E-01  0.2046E+00  0.2863E+00  0.4908E+00  0.5517E-02  0.1103E-02
190             8836  743046  0.2010E-01  0.2089E+00  0.2874E+00  0.4963E+00  0.5618E-02  0.1124E-02
190             7490  739197  0.2034E-01  0.2117E+00  0.2874E+00  0.4991E+00  0.5684E-02  0.1137E-02
191             8982  701934  0.2465E-01  0.2606E+00  0.3087E+00  0.5693E+00  0.6741E-02  0.1348E-02
191             9017  697887  0.2508E-01  0.2658E+00  0.3091E+00  0.5749E+00  0.6846E-02  0.1369E-02
191             9017  692887  0.2583E-01  0.2745E+00  0.3128E+00  0.5874E+00  0.7022E-02  0.1404E-02
191             9017  687887  0.2632E-01  0.2821E+00  0.3147E+00  0.5968E+00  0.7198E-02  0.1440E-02
191             9017  682887  0.2690E-01  0.2898E+00  0.3159E+00  0.6056E+00  0.7340E-02  0.1468E-02
191             9017  677887  0.2771E-01  0.2991E+00  0.3200E+00  0.6190E+00  0.7497E-02  0.1499E-02
191             9017  672887  0.2841E-01  0.2751E+00  0.3213E+00  0.5964E+00  0.7643E-02  0.1529E-02
191             9017  667887  0.2903E-01  0.2816E+00  0.3236E+00  0.6051E+00  0.7802E-02  0.1560E-02
191             9017  662887  0.2984E-01  0.2897E+00  0.3270E+00  0.6168E+00  0.7992E-02  0.1598E-02
191             9017  657887  0.3039E-01  0.2954E+00  0.3295E+00  0.6248E+00  0.8106E-02  0.1621E-02
191             9083  654534  0.3107E-01  0.3029E+00  0.3324E+00  0.6352E+00  0.8292E-02  0.1658E-02
162            10368  401463  0.1288E+00  0.1130E+01  0.5691E+00  0.1699E+01  0.3207E-01  0.1778E-01
159             8258  397105  0.1231E+00  0.1109E+01  0.5619E+00  0.1670E+01  0.3146E-01  0.1643E-01
162             9920  398644  0.1265E+00  0.1131E+01  0.5687E+00  0.1700E+01  0.3189E-01  0.1660E-01
159             9017  392887  0.1219E+00  0.1092E+01  0.5618E+00  0.1654E+01  0.3144E-01  0.1739E-01
159             9439  388410  0.1199E+00  0.1071E+01  0.5609E+00  0.1632E+01  0.3134E-01  0.1809E-01
159            11165  383841  0.1193E+00  0.1039E+01  0.5675E+00  0.1607E+01  0.3157E-01  0.2049E-01
190            15953  820155  0.1488E-01  0.1597E+00  0.2554E+00  0.4151E+00  0.4462E-02  0.8924E-03
190            15028  814864  0.1526E-01  0.1640E+00  0.2592E+00  0.4232E+00  0.4556E-02  0.9112E-03
190            14334  810143  0.1566E-01  0.1753E+00  0.2604E+00  0.4356E+00  0.4821E-02  0.9641E-03
190            13690  805277  0.1615E-01  0.1774E+00  0.2660E+00  0.4434E+00  0.4890E-02  0.9779E-03
190            13347  800387  0.1659E-01  0.1796E+00  0.2692E+00  0.4488E+00  0.4885E-02  0.9770E-03
190            13347  795387  0.1694E-01  0.1824E+00  0.2717E+00  0.4542E+00  0.4935E-02  0.9869E-03
190            13347  790387  0.1728E-01  0.1857E+00  0.2735E+00  0.4592E+00  0.4990E-02  0.9980E-03
190            13347  785387  0.1771E-01  0.1887E+00  0.2765E+00  0.4652E+00  0.5032E-02  0.1006E-02
190            13347  780387  0.1804E-01  0.1909E+00  0.2793E+00  0.4702E+00  0.5120E-02  0.1024E-02
190            13347  775387  0.1830E-01  0.1928E+00  0.2810E+00  0.4738E+00  0.5197E-02  0.1039E-02
190            13347  770387  0.1868E-01  0.1957E+00  0.2846E+00  0.4803E+00  0.5283E-02  0.1057E-02
190            13347  765387  0.1905E-01  0.1991E+00  0.2882E+00  0.4872E+00  0.5394E-02  0.1079E-02
190            13347  760387  0.1926E-01  0.2011E+00  0.2881E+00  0.4892E+00  0.5453E-02  0.1091E-02
190            13347  755387  0.1961E-01  0.2027E+00  0.2889E+00  0.4916E+00  0.5461E-02  0.1092E-02
190            13347  750387  0.2008E-01  0.2075E+00  0.2931E+00  0.5006E+00  0.5589E-02  0.1118E-02
190            12671  746041  0.2028E-01  0.2101E+00  0.2926E+00  0.5026E+00  0.5639E-02  0.1128E-02
191            13175  702963  0.2521E-01  0.2659E+00  0.3159E+00  0.5818E+00  0.6849E-02  0.1370E-02
191            13347  700387  0.2561E-01  0.2705E+00  0.3178E+00  0.5883E+00  0.6945E-02  0.1389E-02
191            13347  695387  0.2633E-01  0.2788E+00  0.3208E+00  0.5996E+00  0.7112E-02  0.1422E-02
191            13347  690387  0.2682E-01  0.2863E+00  0.3228E+00  0.6092E+00  0.7278E-02  0.1456E-02
191            13347  685387  0.2761E-01  0.2960E+00  0.3260E+00  0.6220E+00  0.7461E-02  0.1492E-02
191            13347  680387  0.2831E-01  0.3042E+00  0.3287E+00  0.6330E+00  0.7594E-02  0.1519E-02
191            13347  675387  0.2909E-01  0.3135E+00  0.3324E+00  0.6458E+00  0.7779E-02  0.1556E-02
191            13347  670387  0.2986E-01  0.2884E+00  0.3343E+00  0.6227E+00  0.7941E-02  0.1588E-02
191            13347  665387  0.3052E-01  0.2953E+00  0.3364E+00  0.6317E+00  0.8105E-02  0.1621E-02
191            13347  660387  0.3138E-01  0.3037E+00  0.3406E+00  0.6444E+00  0.8299E-02  0.1660E-02
191            13357  655652  0.3182E-01  0.3084E+00  0.3410E+00  0.6494E+00  0.8387E-02  0.1677E-02
