name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.
                                     NH3         NHx         NHx         NHx         NH4
                   m       m  ug/m3        mol/ha/y    mol/ha/y    mol/ha/y        ug/m3
166           184048  370784  0.4948E-01  0.4959E+01  0.1398E+01  0.6357E+01  0.1677E-02
166           183769  370837  0.7416E-01  0.5590E+01  0.1416E+01  0.7006E+01  0.1693E-02
166           184141  370837  0.4520E-01  0.4622E+01  0.1393E+01  0.6015E+01  0.1677E-02
166           184327  370837  0.4301E-01  0.4391E+01  0.1385E+01  0.5776E+01  0.1676E-02
166           184513  370837  0.4237E-01  0.4316E+01  0.1381E+01  0.5698E+01  0.1677E-02
166           183676  370891  0.7325E-01  0.5665E+01  0.1418E+01  0.7083E+01  0.1694E-02
166           184048  370891  0.4716E-01  0.4907E+01  0.1401E+01  0.6307E+01  0.1679E-02
166           184234  370891  0.4305E-01  0.4514E+01  0.1389E+01  0.5904E+01  0.1678E-02
167           184234  370891  0.4305E-01  0.4514E+01  0.1389E+01  0.5904E+01  0.1678E-02
166           184420  370891  0.4200E-01  0.4432E+01  0.1384E+01  0.5816E+01  0.1677E-02
166           184606  370891  0.4178E-01  0.4395E+01  0.1381E+01  0.5776E+01  0.1677E-02
166           184792  370891  0.4226E-01  0.4404E+01  0.1380E+01  0.5784E+01  0.1679E-02
493           184978  370891  0.4618E-01  0.4680E+01  0.1383E+01  0.6063E+01  0.1681E-02
166           183769  370945  0.6861E-01  0.5516E+01  0.1417E+01  0.6933E+01  0.1695E-02
535           183955  370945  0.6414E-01  0.5357E+01  0.1413E+01  0.6770E+01  0.1694E-02
166           184141  370945  0.4320E-01  0.4650E+01  0.1394E+01  0.6044E+01  0.1679E-02
167           184141  370945  0.4320E-01  0.4650E+01  0.1394E+01  0.6044E+01  0.1679E-02
166           184327  370945  0.4146E-01  0.4461E+01  0.1387E+01  0.5848E+01  0.1678E-02
166           184513  370945  0.4086E-01  0.4318E+01  0.1382E+01  0.5701E+01  0.1678E-02
166           184699  370945  0.4097E-01  0.4294E+01  0.1381E+01  0.5675E+01  0.1679E-02
