name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.
                                     NH3         NHx         NHx         NHx         NH4
                   m       m  ug/m3        mol/ha/y    mol/ha/y    mol/ha/y        ug/m3
166           184048  370784  0.1542E+01  0.1037E+03  0.3638E+02  0.1401E+03  0.1274E+00
166           183769  370837  0.1664E+01  0.8937E+02  0.3637E+02  0.1257E+03  0.1258E+00
166           184141  370837  0.1539E+01  0.1032E+03  0.3633E+02  0.1395E+03  0.1275E+00
166           184327  370837  0.1537E+01  0.1030E+03  0.3622E+02  0.1393E+03  0.1277E+00
166           184513  370837  0.1543E+01  0.1036E+03  0.3619E+02  0.1398E+03  0.1278E+00
166           183676  370891  0.1675E+01  0.8988E+02  0.3645E+02  0.1263E+03  0.1258E+00
166           184048  370891  0.1538E+01  0.1034E+03  0.3647E+02  0.1398E+03  0.1276E+00
166           184234  370891  0.1532E+01  0.1027E+03  0.3634E+02  0.1391E+03  0.1277E+00
167           184234  370891  0.1532E+01  0.1027E+03  0.3634E+02  0.1391E+03  0.1277E+00
166           184420  370891  0.1535E+01  0.1029E+03  0.3624E+02  0.1391E+03  0.1277E+00
166           184606  370891  0.1547E+01  0.1037E+03  0.3622E+02  0.1399E+03  0.1279E+00
166           184792  370891  0.1583E+01  0.1058E+03  0.3623E+02  0.1420E+03  0.1281E+00
493           184978  370891  0.1681E+01  0.1125E+03  0.3631E+02  0.1489E+03  0.1283E+00
166           183769  370945  0.1665E+01  0.8934E+02  0.3649E+02  0.1258E+03  0.1261E+00
535           183955  370945  0.1648E+01  0.8852E+02  0.3640E+02  0.1249E+03  0.1263E+00
166           184141  370945  0.1533E+01  0.1028E+03  0.3639E+02  0.1392E+03  0.1278E+00
167           184141  370945  0.1533E+01  0.1028E+03  0.3639E+02  0.1392E+03  0.1278E+00
166           184327  370945  0.1529E+01  0.1025E+03  0.3632E+02  0.1388E+03  0.1278E+00
166           184513  370945  0.1533E+01  0.1028E+03  0.3627E+02  0.1391E+03  0.1279E+00
166           184699  370945  0.1554E+01  0.1040E+03  0.3628E+02  0.1403E+03  0.1281E+00
493           184885  370945  0.1605E+01  0.1071E+03  0.3627E+02  0.1433E+03  0.1284E+00
493           185071  370945  0.1894E+01  0.9535E+02  0.3627E+02  0.1316E+03  0.1292E+00
166           183676  370999  0.1678E+01  0.8991E+02  0.3656E+02  0.1265E+03  0.1260E+00
166           183862  370999  0.1656E+01  0.8885E+02  0.3648E+02  0.1253E+03  0.1263E+00
535           184048  370999  0.1538E+01  0.1030E+03  0.3649E+02  0.1395E+03  0.1279E+00
166           184234  370999  0.1528E+01  0.1024E+03  0.3640E+02  0.1388E+03  0.1279E+00
167           184234  370999  0.1528E+01  0.1024E+03  0.3640E+02  0.1388E+03  0.1279E+00
166           184420  370999  0.1526E+01  0.1023E+03  0.3633E+02  0.1386E+03  0.1279E+00
166           184606  370999  0.1536E+01  0.1029E+03  0.3632E+02  0.1392E+03  0.1280E+00
493           184792  370999  0.1566E+01  0.1046E+03  0.3631E+02  0.1409E+03  0.1283E+00
493           184978  370999  0.1637E+01  0.1094E+03  0.3637E+02  0.1457E+03  0.1285E+00
493           185165  370999  0.1900E+01  0.9642E+02  0.3629E+02  0.1327E+03  0.1293E+00
166           183582  371052  0.1775E+01  0.8476E+02  0.3651E+02  0.1213E+03  0.1242E+00
166           183769  371052  0.1741E+01  0.8327E+02  0.3640E+02  0.1197E+03  0.1245E+00
535           183769  371052  0.1741E+01  0.8327E+02  0.3640E+02  0.1197E+03  0.1245E+00
166           183955  371052  0.1722E+01  0.8230E+02  0.3626E+02  0.1186E+03  0.1248E+00
220           183955  371052  0.1722E+01  0.8230E+02  0.3626E+02  0.1186E+03  0.1248E+00
535           183955  371052  0.1722E+01  0.8230E+02  0.3626E+02  0.1186E+03  0.1248E+00
166           184141  371052  0.1701E+01  0.8344E+02  0.3626E+02  0.1197E+03  0.1281E+00
166           184327  371052  0.1691E+01  0.8296E+02  0.3620E+02  0.1192E+03  0.1280E+00
167           184327  371052  0.1691E+01  0.8296E+02  0.3620E+02  0.1192E+03  0.1280E+00
166           184513  371052  0.1693E+01  0.8299E+02  0.3615E+02  0.1191E+03  0.1281E+00
166           184699  371052  0.1710E+01  0.8369E+02  0.3613E+02  0.1198E+03  0.1283E+00
493           184885  371052  0.1753E+01  0.8565E+02  0.3611E+02  0.1218E+03  0.1286E+00
493           185071  371052  0.1711E+01  0.1059E+03  0.3626E+02  0.1421E+03  0.1267E+00
166           183303  371106  0.1847E+01  0.8802E+02  0.3675E+02  0.1248E+03  0.1243E+00
166           183489  371106  0.1797E+01  0.8568E+02  0.3662E+02  0.1223E+03  0.1243E+00
166           183676  371106  0.1761E+01  0.8416E+02  0.3651E+02  0.1207E+03  0.1246E+00
535           183862  371106  0.1732E+01  0.8285E+02  0.3635E+02  0.1192E+03  0.1248E+00
166           184048  371106  0.1709E+01  0.8383E+02  0.3634E+02  0.1202E+03  0.1282E+00
220           184048  371106  0.1709E+01  0.8383E+02  0.3634E+02  0.1202E+03  0.1282E+00
535           184048  371106  0.1709E+01  0.8383E+02  0.3634E+02  0.1202E+03  0.1282E+00
166           184234  371106  0.1694E+01  0.8314E+02  0.3627E+02  0.1194E+03  0.1282E+00
167           184234  371106  0.1694E+01  0.8314E+02  0.3627E+02  0.1194E+03  0.1282E+00
166           184420  371106  0.1689E+01  0.8283E+02  0.3621E+02  0.1190E+03  0.1282E+00
166           184606  371106  0.1697E+01  0.8312E+02  0.3618E+02  0.1193E+03  0.1283E+00
166           184792  371106  0.1723E+01  0.8423E+02  0.3613E+02  0.1204E+03  0.1285E+00
493           184792  371106  0.1723E+01  0.8423E+02  0.3613E+02  0.1204E+03  0.1285E+00
493           184978  371106  0.1771E+01  0.8671E+02  0.3613E+02  0.1228E+03  0.1288E+00
493           185165  371106  0.1712E+01  0.1063E+03  0.3630E+02  0.1426E+03  0.1268E+00
166           183210  371160  0.1886E+01  0.8989E+02  0.3686E+02  0.1268E+03  0.1244E+00
166           183396  371160  0.1827E+01  0.8709E+02  0.3673E+02  0.1238E+03  0.1246E+00
166           183582  371160  0.1782E+01  0.8503E+02  0.3661E+02  0.1216E+03  0.1245E+00
166           183769  371160  0.1748E+01  0.8356E+02  0.3647E+02  0.1200E+03  0.1247E+00
167           183769  371160  0.1748E+01  0.8356E+02  0.3647E+02  0.1200E+03  0.1247E+00
535           183769  371160  0.1748E+01  0.8356E+02  0.3647E+02  0.1200E+03  0.1247E+00
166           183955  371160  0.1720E+01  0.8232E+02  0.3633E+02  0.1187E+03  0.1250E+00
220           183955  371160  0.1720E+01  0.8232E+02  0.3633E+02  0.1187E+03  0.1250E+00
166           184141  371160  0.1702E+01  0.8356E+02  0.3636E+02  0.1199E+03  0.1284E+00
166           184327  371160  0.1689E+01  0.8289E+02  0.3630E+02  0.1192E+03  0.1282E+00
167           184327  371160  0.1689E+01  0.8289E+02  0.3630E+02  0.1192E+03  0.1282E+00
166           184513  371160  0.1689E+01  0.8282E+02  0.3621E+02  0.1190E+03  0.1283E+00
166           184699  371160  0.1704E+01  0.8342E+02  0.3622E+02  0.1196E+03  0.1285E+00
493           184885  371160  0.1734E+01  0.8480E+02  0.3617E+02  0.1210E+03  0.1288E+00
493           185071  371160  0.1658E+01  0.1021E+03  0.3626E+02  0.1384E+03  0.1268E+00
493           185258  371160  0.1708E+01  0.1062E+03  0.3635E+02  0.1425E+03  0.1269E+00
166           183303  371213  0.1864E+01  0.8881E+02  0.3686E+02  0.1257E+03  0.1247E+00
166           183489  371213  0.1810E+01  0.8637E+02  0.3673E+02  0.1231E+03  0.1247E+00
166           183676  371213  0.1767E+01  0.8435E+02  0.3659E+02  0.1209E+03  0.1248E+00
166           183862  371213  0.1736E+01  0.8302E+02  0.3646E+02  0.1195E+03  0.1250E+00
535           183862  371213  0.1736E+01  0.8302E+02  0.3646E+02  0.1195E+03  0.1250E+00
166           184048  371213  0.1712E+01  0.8403E+02  0.3646E+02  0.1205E+03  0.1285E+00
220           184048  371213  0.1712E+01  0.8403E+02  0.3646E+02  0.1205E+03  0.1285E+00
166           184234  371213  0.1695E+01  0.8321E+02  0.3633E+02  0.1195E+03  0.1285E+00
166           184420  371213  0.1688E+01  0.8285E+02  0.3631E+02  0.1192E+03  0.1284E+00
166           184606  371213  0.1693E+01  0.8301E+02  0.3628E+02  0.1193E+03  0.1285E+00
166           184792  371213  0.1713E+01  0.8379E+02  0.3622E+02  0.1200E+03  0.1287E+00
493           184792  371213  0.1713E+01  0.8379E+02  0.3622E+02  0.1200E+03  0.1287E+00
493           184978  371213  0.1744E+01  0.8541E+02  0.3618E+02  0.1216E+03  0.1289E+00
535           184978  371213  0.1744E+01  0.8541E+02  0.3618E+02  0.1216E+03  0.1289E+00
493           185165  371213  0.1664E+01  0.1029E+03  0.3631E+02  0.1392E+03  0.1270E+00
493           185351  371213  0.1710E+01  0.1063E+03  0.3641E+02  0.1427E+03  0.1270E+00
166           183210  371267  0.1909E+01  0.9102E+02  0.3701E+02  0.1280E+03  0.1248E+00
166           183396  371267  0.1842E+01  0.8784E+02  0.3685E+02  0.1247E+03  0.1249E+00
166           183582  371267  0.1795E+01  0.8565E+02  0.3674E+02  0.1224E+03  0.1249E+00
166           183769  371267  0.1754E+01  0.8377E+02  0.3654E+02  0.1203E+03  0.1250E+00
166           183955  371267  0.1732E+01  0.8237E+02  0.3644E+02  0.1188E+03  0.1260E+00
220           183955  371267  0.1732E+01  0.8237E+02  0.3644E+02  0.1188E+03  0.1260E+00
166           184141  371267  0.1703E+01  0.8366E+02  0.3644E+02  0.1201E+03  0.1287E+00
166           184327  371267  0.1690E+01  0.8297E+02  0.3639E+02  0.1194E+03  0.1286E+00
167           184327  371267  0.1690E+01  0.8297E+02  0.3639E+02  0.1194E+03  0.1286E+00
166           184513  371267  0.1688E+01  0.8282E+02  0.3632E+02  0.1191E+03  0.1286E+00
535           184513  371267  0.1688E+01  0.8282E+02  0.3632E+02  0.1191E+03  0.1286E+00
166           184699  371267  0.1698E+01  0.8319E+02  0.3630E+02  0.1195E+03  0.1288E+00
535           184699  371267  0.1698E+01  0.8319E+02  0.3630E+02  0.1195E+03  0.1288E+00
493           184885  371267  0.1719E+01  0.8416E+02  0.3623E+02  0.1204E+03  0.1290E+00
535           184885  371267  0.1719E+01  0.8416E+02  0.3623E+02  0.1204E+03  0.1290E+00
493           185071  371267  0.1628E+01  0.1003E+03  0.3633E+02  0.1366E+03  0.1270E+00
493           185258  371267  0.1669E+01  0.1033E+03  0.3637E+02  0.1396E+03  0.1271E+00
166           183117  371321  0.1966E+01  0.9390E+02  0.3718E+02  0.1311E+03  0.1248E+00
166           183303  371321  0.1883E+01  0.8979E+02  0.3699E+02  0.1268E+03  0.1250E+00
166           183489  371321  0.1824E+01  0.8699E+02  0.3687E+02  0.1239E+03  0.1250E+00
166           183676  371321  0.1779E+01  0.8496E+02  0.3671E+02  0.1217E+03  0.1251E+00
166           183862  371321  0.1740E+01  0.8318E+02  0.3651E+02  0.1197E+03  0.1253E+00
166           184048  371321  0.1711E+01  0.8390E+02  0.3653E+02  0.1204E+03  0.1287E+00
220           184048  371321  0.1711E+01  0.8390E+02  0.3653E+02  0.1204E+03  0.1287E+00
166           184234  371321  0.1696E+01  0.8330E+02  0.3643E+02  0.1197E+03  0.1288E+00
166           184420  371321  0.1688E+01  0.8286E+02  0.3641E+02  0.1193E+03  0.1287E+00
535           184420  371321  0.1688E+01  0.8286E+02  0.3641E+02  0.1193E+03  0.1287E+00
166           184606  371321  0.1690E+01  0.8289E+02  0.3637E+02  0.1193E+03  0.1287E+00
535           184606  371321  0.1690E+01  0.8289E+02  0.3637E+02  0.1193E+03  0.1287E+00
166           184792  371321  0.1704E+01  0.8346E+02  0.3628E+02  0.1197E+03  0.1290E+00
493           184792  371321  0.1704E+01  0.8346E+02  0.3628E+02  0.1197E+03  0.1290E+00
535           184792  371321  0.1704E+01  0.8346E+02  0.3628E+02  0.1197E+03  0.1290E+00
493           184978  371321  0.1726E+01  0.8458E+02  0.3626E+02  0.1208E+03  0.1291E+00
535           184978  371321  0.1726E+01  0.8458E+02  0.3626E+02  0.1208E+03  0.1291E+00
493           185165  371321  0.1635E+01  0.1008E+03  0.3635E+02  0.1372E+03  0.1271E+00
493           185351  371321  0.1676E+01  0.1038E+03  0.3644E+02  0.1402E+03  0.1272E+00
166           183210  371375  0.1934E+01  0.9219E+02  0.3717E+02  0.1294E+03  0.1250E+00
166           183396  371375  0.1860E+01  0.8871E+02  0.3701E+02  0.1257E+03  0.1252E+00
166           183582  371375  0.1806E+01  0.8626E+02  0.3685E+02  0.1231E+03  0.1251E+00
166           183769  371375  0.1762E+01  0.8424E+02  0.3662E+02  0.1209E+03  0.1253E+00
166           183955  371375  0.1737E+01  0.8262E+02  0.3652E+02  0.1191E+03  0.1262E+00
220           183955  371375  0.1737E+01  0.8262E+02  0.3652E+02  0.1191E+03  0.1262E+00
166           184141  371375  0.1701E+01  0.8349E+02  0.3652E+02  0.1200E+03  0.1288E+00
166           184327  371375  0.1691E+01  0.8307E+02  0.3647E+02  0.1195E+03  0.1288E+00
166           184513  371375  0.1686E+01  0.8278E+02  0.3643E+02  0.1192E+03  0.1288E+00
535           184513  371375  0.1686E+01  0.8278E+02  0.3643E+02  0.1192E+03  0.1288E+00
166           184699  371375  0.1693E+01  0.8302E+02  0.3636E+02  0.1194E+03  0.1290E+00
